,Unnamed: 0,time,refID_coin,price,marketCap,CirculatingSupply,Volume24h,Movement1h,Movement24h
17,20,2018-01-17 11:25:00,1474,1.03,1671050936,1618090823,5422730000,-0.5,1.72
37,1462,2018-01-17 11:30:00,1474,1.03,1667086613,1618090823,5409750000,-0.72,1.46
57,2904,2018-01-17 11:35:00,1474,1.03,1666601186,1618090823,5405050000,-0.75,1.43
77,4346,2018-01-17 11:45:00,1474,1.03,1660484803,1618090823,5365670000,-0.92,1.09
97,5788,2018-01-17 11:50:00,1474,1.03,1666617367,1618090823,5343280000,-0.47,1.5
117,7230,2018-01-17 11:55:00,1474,1.03,1671601087,1618090823,5301290000,-0.18,1.83
137,8672,2018-01-17 12:00:00,1474,1.04,1677879279,1618090823,5214990000,0.17,2.24
157,10114,2018-01-17 12:05:00,1474,1.03,1661196763,1618090823,5159840000,-0.83,1.22
177,11556,2018-01-17 12:10:00,1474,1.02,1653041585,1618090823,5200250000,-1.21,0.75
197,12998,2018-01-17 12:15:00,1474,1.03,1658899074,1618090823,5159740000,-0.76,1.15
217,14440,2018-01-17 12:20:00,1474,1.03,1668397267,1618090823,5090190000,-0.06,1.74
237,15882,2018-01-17 12:25:00,1474,1.02,1649384700,1618090823,5079010000,-1.17,0.59
257,17324,2018-01-17 13:00:00,1474,1.02,1657005907,1618090823,4962520000,-0.47,0.96
277,18766,2018-01-17 13:05:00,1474,1.02,1654692037,1618090823,4934710000,-0.49,0.82
297,20208,2018-01-17 13:10:00,1474,1.01,1635679470,1618090823,4949100000,-1.47,-0.43
317,21650,2018-01-17 13:15:00,1474,1.01,1639595250,1618090823,5052650000,-1.16,-0.21
337,23092,2018-01-17 13:20:00,1474,1.02,1650161383,1618090823,5103820000,-0.47,0.41
357,24534,2018-01-17 13:25:00,1474,1.02,1657717867,1618090823,5104520000,-0.01,0.89
377,25976,2018-01-17 13:30:00,1474,1.03,1667523498,1618090823,5061180000,0.6,1.5
397,27418,2018-01-17 13:35:00,1474,1.02,1655193646,1618090823,5022590000,-0.17,0.72
417,28860,2018-01-17 13:40:00,1474,1.03,1658947616,1618090823,5040490000,0.04,0.92
437,30302,2018-01-17 13:45:00,1474,1.03,1659287415,1618090823,5027100000,0.07,0.92
457,31744,2018-01-17 13:50:00,1474,1.03,1664335859,1618090823,4976950000,0.52,1.17
477,33186,2018-01-17 13:55:00,1474,1.02,1657297164,1618090823,4942160000,0.2,0.71
497,34628,2018-01-17 14:00:00,1474,1.01,1640824999,1618090823,4915670000,-0.59,-0.33
517,36070,2018-01-17 14:05:00,1474,1.02,1656763194,1618090823,4970750000,0.38,0.57
537,37512,2018-01-17 14:10:00,1474,1.02,1652701786,1618090823,4909520000,0.18,0.28
557,38954,2018-01-17 14:15:00,1474,1.01,1641035351,1618090823,4942670000,-0.65,-0.5
577,40396,2018-01-17 14:25:00,1474,1.02,1655306912,1618090823,4987100000,0.26,0.31
597,41838,2018-01-17 14:30:00,1474,1.02,1654999475,1618090823,4978970000,0.24,0.29
617,43280,2018-01-17 14:35:00,1474,1.02,1646844297,1618090823,4981750000,-0.52,-0.21
637,44722,2018-01-17 14:40:00,1474,1.02,1644967312,1618090823,5012230000,-0.85,-0.38
657,46164,2018-01-17 14:45:00,1474,1.03,1663235557,1618090823,5060500000,0.19,0.73
677,47606,2018-01-17 14:50:00,1474,1.03,1670953850,1618090823,5009400000,0.63,1.18
697,49048,2018-01-17 14:55:00,1474,1.03,1664352040,1618090823,4999870000,0.5,0.75
717,50490,2018-01-17 15:00:00,1474,1.03,1660015556,1618090823,5012740000,0.26,0.49
737,51932,2018-01-17 15:05:00,1474,1.02,1653963897,1618090823,4971850000,0.05,0.1
757,53374,2018-01-17 15:10:00,1474,1.03,1659950833,1618090823,4955510000,0.56,0.43
777,54816,2018-01-17 15:15:00,1474,1.02,1652264901,1618090823,4928960000,0.12,-0.05
797,56258,2018-01-17 15:20:00,1474,1.02,1647103191,1618090823,4947040000,-0.19,-0.37
817,57700,2018-01-17 15:25:00,1474,1.02,1655064198,1618090823,4971220000,0.23,0.09
837,59142,2018-01-17 15:30:00,1474,1.02,1654077163,1618090823,4968110000,0.17,-0.01
857,60584,2018-01-17 15:35:00,1474,1.02,1655452540,1618090823,4946770000,-0.04,0.06
877,62026,2018-01-17 15:40:00,1474,1.02,1655970329,1618090823,4920450000,-0.08,0.09
897,63468,2018-01-17 15:45:00,1474,1.02,1650873343,1618090823,4916940000,-0.45,-0.24
917,64910,2018-01-17 15:50:00,1474,1.03,1661763094,1618090823,4899380000,0.24,0.4
937,66352,2018-01-17 15:55:00,1474,1.02,1649708318,1618090823,4840670000,-0.6,-0.33
957,67794,2018-01-17 16:00:00,1474,1.02,1647394448,1618090823,4858670000,-0.87,-0.46
977,69236,2018-01-17 16:05:00,1474,1.02,1654384600,1618090823,4853850000,-0.11,-0.02
997,70678,2018-01-17 16:10:00,1474,1.02,1654028620,1618090823,4791300000,-0.13,-0.05
1017,72120,2018-01-17 16:15:00,1474,1.02,1656488118,1618090823,4773920000,0.11,0.13
1037,73562,2018-01-17 16:20:00,1474,1.03,1658899074,1618090823,4783680000,0.28,0.29
1057,75004,2018-01-17 16:25:00,1474,1.02,1651585303,1618090823,4751530000,-0.08,-0.15
1077,76446,2018-01-17 16:30:00,1474,1.03,1658996159,1618090823,4710180000,0.28,0.31
1097,77888,2018-01-17 16:35:00,1474,1.03,1658996159,1618090823,4710180000,0.28,0.31
1117,79330,2018-01-17 16:40:00,1474,1.02,1658057666,1618090823,4706120000,0.27,0.22
1137,80771,2018-01-17 16:45:00,1474,1.01,1641035351,1618090823,4710780000,-0.74,-0.83
1157,82213,2018-01-17 16:50:00,1474,1.01,1635452938,1618090823,4785100000,-1.06,-1.17
1177,83655,2018-01-17 16:55:00,1474,1.01,1635452938,1618090823,4785100000,-1.06,-1.17
1197,85097,2018-01-17 17:00:00,1474,1.02,1654238972,1618090823,4769410000,0.24,-0.05
1217,86539,2018-01-17 17:05:00,1474,1.02,1653009223,1618090823,4752880000,0.16,-0.15
1237,87981,2018-01-17 17:10:00,1474,1.01,1641520778,1618090823,4775530000,-0.63,-0.84
1257,89423,2018-01-17 17:15:00,1474,1.02,1644999673,1618090823,4857860000,-0.51,-0.63
1277,90865,2018-01-17 17:20:00,1474,1.03,1659578672,1618090823,4859750000,0.38,0.25
