,Unnamed: 0,time,refID_coin,price,marketCap,CirculatingSupply,Volume24h,Movement1h,Movement24h
15,15,2018-01-17 11:25:00,1457,28.14,2791091675,99178867,654307000,-0.13,-15.03
35,1457,2018-01-17 11:30:00,1457,28.1,2786509611,99178867,650675000,0.14,-14.81
55,2899,2018-01-17 11:35:00,1457,28.15,2791409047,99178867,647960000,0.47,-14.37
75,4341,2018-01-17 11:45:00,1457,27.84,2760703067,99179216,638245000,-0.46,-14.83
95,5783,2018-01-17 11:50:00,1457,27.76,2752838155,99179216,634317000,-1.17,-14.94
115,7225,2018-01-17 11:55:00,1457,27.43,2720753679,99179216,625744000,-2.3,-15.87
135,8667,2018-01-17 12:00:00,1457,26.87,2664925698,99179216,611276000,-4.31,-17.47
155,10109,2018-01-17 12:05:00,1457,26.63,2641003233,99179572,607093000,-5.18,-18.15
175,11551,2018-01-17 12:10:00,1457,26.82,2660412675,99179572,606952000,-4.4,-17.59
195,12993,2018-01-17 12:15:00,1457,26.69,2647221792,99179572,601916000,-4.73,-17.97
215,14435,2018-01-17 12:20:00,1457,26.27,2605318423,99179572,591667000,-6.36,-19.43
235,15877,2018-01-17 12:25:00,1457,26.13,2591352722,99179905,588237000,-6.88,-19.94
255,17319,2018-01-17 13:00:00,1457,25.67,2545923917,99180506,570926000,-4.66,-21.86
275,18761,2018-01-17 13:05:00,1457,25.45,2523955435,99180506,566652000,-4.22,-22.77
295,20203,2018-01-17 13:10:00,1457,25.65,2544406455,99180506,571814000,-3.02,-22.22
315,21645,2018-01-17 13:15:00,1457,26.27,2605690090,99180506,585210000,-0.19,-20.42
335,23087,2018-01-17 13:20:00,1457,26.69,2647077271,99180846,591046000,2.22,-19.21
355,24529,2018-01-17 13:25:00,1457,26.98,2675631437,99180846,594572000,3.33,-18.44
375,25971,2018-01-17 13:30:00,1457,26.77,2654575343,99180846,588220000,3.03,-19.28
395,27413,2018-01-17 13:35:00,1457,26.67,2645053982,99180846,586741000,2.88,-19.91
415,28855,2018-01-17 13:40:00,1457,26.67,2644695466,99181163,585014000,2.94,-19.94
435,30297,2018-01-17 13:45:00,1457,26.52,2630095999,99181163,581932000,2.65,-20.62
455,31739,2018-01-17 13:50:00,1457,26.21,2599161394,99181163,575402000,1.52,-21.84
475,33181,2018-01-17 13:55:00,1457,25.8,2558576462,99181163,567412000,-0.07,-23.1
495,34623,2018-01-17 14:00:00,1457,25.38,2517631667,99181443,563129000,-1.52,-24.46
515,36065,2018-01-17 14:05:00,1457,25.75,2553793221,99181443,567040000,-0.67,-23.61
535,37507,2018-01-17 14:10:00,1457,25.5,2529553277,99181443,562155000,-2.35,-24.4
555,38949,2018-01-17 14:15:00,1457,25.81,2559833371,99181443,566650000,-1.53,-23.46
575,40391,2018-01-17 14:25:00,1457,26.04,2582446847,99181828,570192000,-1.2,-22.84
595,41833,2018-01-17 14:30:00,1457,26.04,2582357583,99181828,569278000,-1.85,-22.83
615,43275,2018-01-17 14:35:00,1457,26.11,2589290393,99181828,569527000,-2.04,-22.5
635,44717,2018-01-17 14:40:00,1457,26.35,2613897404,99181828,574732000,-1.35,-21.73
655,46159,2018-01-17 14:45:00,1457,26.79,2656940650,99182136,580376000,0.58,-20.51
675,47601,2018-01-17 14:50:00,1457,26.59,2637213323,99182136,575065000,1.15,-20.93
695,49043,2018-01-17 14:55:00,1457,26.57,2635259435,99182136,574172000,1.39,-20.92
715,50485,2018-01-17 15:00:00,1457,26.48,2626471898,99182136,572604000,1.64,-21.14
735,51927,2018-01-17 15:05:00,1457,26.1,2588949548,99182449,566517000,1.4,-22.22
755,53369,2018-01-17 15:10:00,1457,26.0,2578386617,99182449,563840000,0.99,-22.51
775,54811,2018-01-17 15:15:00,1457,25.8,2559036121,99182449,560515000,0.16,-23.1
795,56253,2018-01-17 15:20:00,1457,25.99,2578227925,99182449,563720000,0.74,-22.49
815,57695,2018-01-17 15:25:00,1457,26.14,2593113345,99182757,564482000,0.78,-22.02
835,59137,2018-01-17 15:30:00,1457,26.11,2589790723,99182757,563930000,0.08,-22.05
855,60579,2018-01-17 15:35:00,1457,26.02,2580646073,99182757,562445000,-0.86,-22.29
875,62021,2018-01-17 15:40:00,1457,25.87,2565629803,99182757,559291000,-1.85,-22.61
895,63463,2018-01-17 15:45:00,1457,25.78,2557208370,99183110,556436000,-2.41,-22.78
915,64905,2018-01-17 15:50:00,1457,25.71,2549571271,99183110,552639000,-2.93,-22.91
935,66347,2018-01-17 15:55:00,1457,25.21,2500892200,99183110,545334000,-4.57,-24.19
955,67789,2018-01-17 16:00:00,1457,25.37,2515868850,99183110,547744000,-3.39,-23.63
975,69231,2018-01-17 16:05:00,1457,25.51,2530537528,99183479,547132000,-2.69,-23.18
995,70673,2018-01-17 16:10:00,1457,25.24,2503133133,99183479,540553000,-3.26,-23.93
1015,72115,2018-01-17 16:15:00,1457,25.02,2481233421,99183479,535499000,-4.1,-24.54
1035,73557,2018-01-17 16:20:00,1457,24.99,2478316204,99183827,535019000,-3.94,-24.59
1055,74999,2018-01-17 16:25:00,1457,24.63,2442957169,99183827,529559000,-5.12,-25.66
1075,76441,2018-01-17 16:30:00,1457,24.21,2401359472,99183827,522858000,-6.69,-26.92
1095,77883,2018-01-17 16:35:00,1457,24.21,2401359472,99183827,522858000,-6.69,-26.92
1115,79325,2018-01-17 16:40:00,1457,23.55,2335707526,99184156,512027000,-8.67,-28.94
1135,80767,2018-01-17 16:45:00,1457,23.18,2299088736,99184156,508232000,-9.36,-29.94
1155,82209,2018-01-17 16:50:00,1457,23.32,2313063784,99184156,513266000,-8.81,-29.52
1175,83651,2018-01-17 16:55:00,1457,23.32,2313063784,99184156,513266000,-8.81,-29.52
1195,85093,2018-01-17 17:00:00,1457,23.42,2322632349,99184464,515841000,-7.6,-29.12
1215,86535,2018-01-17 17:05:00,1457,23.2,2301238260,99184464,512712000,-7.72,-29.7
1235,87977,2018-01-17 17:10:00,1457,23.11,2291686796,99184464,513778000,-7.8,-29.98
1255,89419,2018-01-17 17:15:00,1457,23.52,2332888022,99184464,521180000,-5.52,-28.72
1275,90861,2018-01-17 17:20:00,1457,23.59,2339857306,99184741,523059000,-4.38,-28.52
1295,92303,2018-01-17 17:25:00,1457,23.34,2315319002,99184741,519306000,-4.45,-29.29
1315,93745,2018-01-17 17:30:00,1457,22.95,2276736137,99184741,512987000,-5.02,-30.59
1335,95187,2018-01-17 17:35:00,1457,22.63,2244828406,99184741,508834000,-5.6,-31.56
1355,96629,2018-01-17 17:40:00,1457,22.49,2230841266,99185089,509054000,-5.36,-32.06
1375,98071,2018-01-17 17:45:00,1457,23.06,2287168478,99185089,523097000,-1.83,-30.45
1395,99513,2018-01-17 17:50:00,1457,23.55,2335997298,99185089,532935000,0.27,-28.93
1415,100955,2018-01-17 17:55:00,1457,23.68,2348752500,99185089,535921000,1.36,-28.52
1435,102397,2018-01-17 18:00:00,1457,23.86,2366208342,99185474,537548000,2.29,-27.94
1455,103839,2018-01-17 18:05:00,1457,23.72,2353115859,99185474,536462000,1.47,-28.26
1475,105281,2018-01-17 18:10:00,1457,23.95,2375621043,99185474,544433000,2.52,-27.5
1495,106723,2018-01-17 18:15:00,1457,24.69,2449097643,99185474,558807000,5.69,-25.18
