,Unnamed: 0,time,refID_coin,price,marketCap,CirculatingSupply,Volume24h,Movement1h,Movement24h
10,10,2018-01-17 11:25:00,1453,761.64,5958391224,7823066,231959000,-1.18,-5.49
30,1452,2018-01-17 11:30:00,1453,758.21,5931518993,7823066,230889000,-1.48,-5.58
50,2894,2018-01-17 11:35:00,1453,759.99,5945451873,7823066,230629000,-1.32,-4.95
70,4336,2018-01-17 11:45:00,1453,755.19,5907909999,7823098,228395000,-2.07,-5.04
90,5778,2018-01-17 11:50:00,1453,754.11,5899500168,7823098,227236000,-2.37,-4.99
110,7220,2018-01-17 11:55:00,1453,746.01,5836101779,7823098,224370000,-3.45,-5.87
130,8662,2018-01-17 12:00:00,1453,737.34,5768291163,7823098,219910000,-4.63,-6.83
150,10104,2018-01-17 12:05:00,1453,732.4099999999999,5729718290,7823124,217077000,-4.87,-7.32
170,11546,2018-01-17 12:10:00,1453,739.33,5783854305,7823124,217634000,-3.46,-6.33
190,12988,2018-01-17 12:15:00,1453,733.0599999999997,5734850259,7823124,213881000,-4.14,-7.07
210,14430,2018-01-17 12:20:00,1453,718.11,5617878916,7823124,212188000,-5.9,-8.99
231,15873,2018-01-17 12:25:00,1453,711.35,5564968165,7823152,210269000,-6.59,-9.86
251,17315,2018-01-17 13:00:00,1453,693.03,5421740562,7823196,202402000,-5.99,-12.67
271,18757,2018-01-17 13:05:00,1453,690.31,5400422354,7823196,201832000,-5.58,-13.11
291,20199,2018-01-17 13:10:00,1453,691.23,5407596224,7823196,203085000,-5.13,-12.98
311,21641,2018-01-17 13:15:00,1453,705.9400000000003,5522698902,7823196,207382000,-2.14,-11.28
331,23083,2018-01-17 13:20:00,1453,715.31,5595999393,7823224,209841000,-0.17,-10.2
351,24525,2018-01-17 13:25:00,1453,718.46,5620689489,7823224,209515000,1.03,-9.94
371,25967,2018-01-17 13:30:00,1453,716.63,5606372989,7823224,207791000,1.37,-10.39
391,27409,2018-01-17 13:35:00,1453,712.68,5575439959,7823224,206420000,1.31,-11.11
411,28851,2018-01-17 13:40:00,1453,715.24,5595527146,7823253,206963000,1.88,-11.04
431,30293,2018-01-17 13:45:00,1453,713.08,5578589802,7823253,206210000,1.96,-11.45
450,31734,2018-01-17 13:50:00,1453,712.22,5571877451,7823253,205514000,2.11,-11.9
470,33176,2018-01-17 13:55:00,1453,700.0700000000003,5476824924,7823253,202423000,0.52,-13.52
490,34618,2018-01-17 14:00:00,1453,690.9400000000003,5405432049,7823268,199839000,-0.88,-14.97
510,36060,2018-01-17 14:05:00,1453,704.14,5508691359,7823268,202227000,0.78,-13.54
530,37502,2018-01-17 14:10:00,1453,691.49,5409711376,7823268,198526000,-1.55,-15.24
551,38945,2018-01-17 14:15:00,1453,695.3200000000003,5439635375,7823268,199450000,-1.29,-14.89
571,40387,2018-01-17 14:25:00,1453,704.88,5514451211,7823304,201487000,-0.33,-13.82
591,41829,2018-01-17 14:30:00,1453,705.0,5515390007,7823304,200827000,-1.27,-13.89
611,43271,2018-01-17 14:35:00,1453,705.51,5519426832,7823304,200241000,-1.18,-13.9
631,44713,2018-01-17 14:40:00,1453,712.13,5571201456,7823304,202114000,-0.37,-13.19
651,46155,2018-01-17 14:45:00,1453,723.94,5663628579,7823340,205260000,1.59,-11.84
671,47597,2018-01-17 14:50:00,1453,718.46,5620787971,7823340,202738000,1.38,-12.56
691,49039,2018-01-17 14:55:00,1453,716.58,5606072269,7823340,202228000,1.37,-12.83
711,50481,2018-01-17 15:00:00,1453,713.8,5584276444,7823340,201193000,1.41,-13.25
731,51923,2018-01-17 15:05:00,1453,705.1900000000003,5516966367,7823376,198895000,0.59,-14.38
751,53365,2018-01-17 15:10:00,1453,707.2000000000003,5532714822,7823376,199449000,1.17,-14.23
771,54807,2018-01-17 15:15:00,1453,703.25,5501773371,7823376,198059000,0.66,-14.83
791,56249,2018-01-17 15:20:00,1453,705.54,5519720195,7823376,198893000,0.85,-14.66
811,57691,2018-01-17 15:25:00,1453,709.05,5547229261,7823412,199458000,0.91,-14.35
831,59133,2018-01-17 15:30:00,1453,709.63,5551759016,7823412,199147000,1.03,-14.33
851,60575,2018-01-17 15:35:00,1453,705.56,5519886437,7823412,198043000,-0.53,-14.91
871,62017,2018-01-17 15:40:00,1453,702.04,5492324557,7823412,196970000,-1.45,-15.35
891,63459,2018-01-17 15:45:00,1453,702.0700000000003,5492602966,7823441,197032000,-1.82,-15.45
910,64900,2018-01-17 15:50:00,1453,704.35,5510401293,7823441,197161000,-1.49,-15.19
930,66342,2018-01-17 15:55:00,1453,691.77,5412005880,7823441,193424000,-3.1,-16.77
951,67785,2018-01-17 16:00:00,1453,695.0,5437267770,7823441,193708000,-2.47,-16.34
970,69226,2018-01-17 16:05:00,1453,697.36,5455790593,7823459,193432000,-1.78,-16.16
990,70668,2018-01-17 16:10:00,1453,690.6,5402872719,7823459,191410000,-2.55,-17.03
1010,72110,2018-01-17 16:15:00,1453,688.43,5385903637,7823459,190894000,-2.72,-17.37
1030,73552,2018-01-17 16:20:00,1453,687.9500000000003,5382121653,7823477,190943000,-2.54,-17.67
1050,74994,2018-01-17 16:25:00,1453,679.0700000000003,5312711768,7823477,188903000,-3.72,-18.86
1070,76436,2018-01-17 16:30:00,1453,670.47,5245382928,7823477,187179000,-4.99,-20.0
1090,77878,2018-01-17 16:35:00,1453,670.47,5245382928,7823477,187179000,-4.99,-20.0
1110,79320,2018-01-17 16:40:00,1453,654.97,5124132454,7823509,184978000,-6.45,-22.09
1130,80762,2018-01-17 16:45:00,1453,645.12,5047078713,7823509,183472000,-7.81,-23.31
1150,82204,2018-01-17 16:50:00,1453,648.3,5071988766,7823509,185259000,-7.07,-22.99
1170,83646,2018-01-17 16:55:00,1453,648.3,5071988766,7823509,185259000,-7.07,-22.99
1190,85088,2018-01-17 17:00:00,1453,642.08,5023332597,7823531,183341000,-7.24,-23.83
1210,86530,2018-01-17 17:05:00,1453,636.02,4975906353,7823531,182401000,-7.8,-24.6
1230,87972,2018-01-17 17:10:00,1453,632.37,4947366113,7823531,181775000,-8.09,-25.08
1250,89414,2018-01-17 17:15:00,1453,640.42,5010337712,7823531,184782000,-6.45,-24.18
1270,90856,2018-01-17 17:20:00,1453,638.58,4995981992,7823556,184843000,-6.08,-24.46
1290,92298,2018-01-17 17:25:00,1453,635.23,4969741785,7823556,183876000,-5.87,-24.93
1310,93740,2018-01-17 17:30:00,1453,630.3,4931171654,7823556,182788000,-5.73,-25.6
1330,95182,2018-01-17 17:35:00,1453,626.4500000000003,4901090082,7823556,181800000,-5.71,-26.16
1350,96624,2018-01-17 17:40:00,1453,619.58,4847315663,7823576,181449000,-5.91,-27.08
1370,98066,2018-01-17 17:45:00,1453,625.92,4896956254,7823576,183383000,-4.18,-26.52
1390,99508,2018-01-17 17:50:00,1453,635.13,4969011390,7823576,186295000,-1.61,-25.45
1410,100950,2018-01-17 17:55:00,1453,633.79,4958488680,7823576,186243000,-1.54,-25.68
1430,102392,2018-01-17 18:00:00,1453,633.04,4952647068,7823605,185784000,-1.33,-25.79
1450,103834,2018-01-17 18:05:00,1453,625.67,4895034041,7823605,184514000,-2.34,-26.65
1470,105276,2018-01-17 18:10:00,1453,625.6,4894462918,7823605,185151000,-2.06,-26.66
1491,106719,2018-01-17 18:15:00,1453,639.76,5005252988,7823605,188897000,0.52,-24.98
1511,108161,2018-01-17 18:20:00,1453,640.96,5014607333,7823625,188890000,1.07,-24.8
1531,109603,2018-01-17 18:25:00,1453,638.43,4994813561,7823625,188085000,1.04,-25.04
1550,111044,2018-01-17 18:30:00,1453,655.4400000000003,5127893426,7823625,192752000,3.88,-22.97
1570,112486,2018-01-17 18:35:00,1453,666.68,5215877914,7823625,195245000,5.79,-21.56
1590,113928,2018-01-17 18:40:00,1453,664.4,5198010506,7823640,195056000,5.67,-21.84
1610,115370,2018-01-17 18:45:00,1453,668.59,5230838498,7823640,196367000,6.27,-21.05
1630,116812,2018-01-17 18:50:00,1453,677.01,5296721367,7823640,198779000,7.72,-19.89
1650,118254,2018-01-17 18:55:00,1453,684.5700000000003,5355821141,7823640,200238000,8.94,-18.82
