,Unnamed: 0,time,refID_coin,price,marketCap,CirculatingSupply,Volume24h,Movement1h,Movement24h
0,0,2018-01-17 11:25:00,1442,10756.0,180786170372,16807937,17884600000,-1.42,-11.4
20,1442,2018-01-17 11:30:00,1442,10788.1,181325705150,16807937,17865300000,-1.08,-10.91
40,2884,2018-01-17 11:35:00,1442,10807.5,181651779128,16807937,17891800000,-0.65,-10.75
60,4326,2018-01-17 11:45:00,1442,10776.1,181124548711,16807987,17712000000,-1.13,-10.58
80,5768,2018-01-17 11:50:00,1442,10729.7,180344658114,16807987,17645700000,-1.52,-10.74
100,7210,2018-01-17 11:55:00,1442,10653.3,179060527907,16807987,17405300000,-2.4,-11.37
120,8652,2018-01-17 12:00:00,1442,10529.0,176971295123,16807987,17049000000,-3.48,-12.34
140,10094,2018-01-17 12:05:00,1442,10457.1,175763062285,16808012,16945500000,-3.77,-12.8
160,11536,2018-01-17 12:10:00,1442,10492.2,176353023506,16808012,17028500000,-3.0,-12.55
180,12978,2018-01-17 12:15:00,1442,10465.7,175907611188,16808012,16881000000,-3.08,-12.75
200,14420,2018-01-17 12:20:00,1442,10393.1,174687349517,16808012,16617900000,-3.65,-13.41
220,15862,2018-01-17 12:25:00,1442,10333.8,173691027090,16808050,16522600000,-4.23,-13.87
240,17304,2018-01-17 13:00:00,1442,10122.1,170133390475,16808112,15968100000,-3.89,-15.96
260,18746,2018-01-17 13:05:00,1442,10065.5,169182051336,16808112,15871600000,-3.63,-16.43
280,20188,2018-01-17 13:10:00,1442,10118.6,170074562083,16808112,16037300000,-3.13,-16.02
300,21630,2018-01-17 13:15:00,1442,10308.0,173258018496,16808112,16471400000,-0.82,-14.46
320,23072,2018-01-17 13:20:00,1442,10492.8,176364556320,16808150,16679400000,1.06,-12.93
340,24514,2018-01-17 13:25:00,1442,10534.7,177068817805,16808150,16707200000,1.93,-12.67
360,25956,2018-01-17 13:30:00,1442,10470.7,175993096205,16808150,16550700000,1.81,-13.32
380,27398,2018-01-17 13:35:00,1442,10406.6,174915693790,16808150,16454600000,1.31,-13.85
400,28840,2018-01-17 13:40:00,1442,10430.3,175315089975,16808250,16516100000,1.55,-13.76
420,30282,2018-01-17 13:45:00,1442,10408.4,174946989300,16808250,16432300000,1.57,-14.0
440,31724,2018-01-17 13:50:00,1442,10290.4,172963615800,16808250,16233500000,0.9,-15.12
460,33166,2018-01-17 13:55:00,1442,10124.5,170175127125,16808250,15971900000,-0.61,-16.49
480,34608,2018-01-17 14:00:00,1442,10090.8,169608941370,16808275,15907800000,-0.59,-16.88
500,36050,2018-01-17 14:05:00,1442,10116.3,170037552383,16808275,16079900000,-0.97,-16.69
520,37492,2018-01-17 14:10:00,1442,10104.7,169842576393,16808275,15878000000,-1.09,-16.82
540,38934,2018-01-17 14:15:00,1442,10167.9,170904859373,16808275,16073700000,-1.03,-16.3
560,40376,2018-01-17 14:25:00,1442,10270.8,172634430870,16808275,16246800000,-1.13,-15.45
580,41818,2018-01-17 14:30:00,1442,10307.8,173256337045,16808275,16189700000,-1.27,-15.14
600,43260,2018-01-17 14:35:00,1442,10337.4,173753861985,16808275,16250900000,-0.94,-14.87
620,44702,2018-01-17 14:40:00,1442,10467.2,175935576080,16808275,16471000000,0.42,-13.74
640,46144,2018-01-17 14:45:00,1442,10579.7,177826898466,16808312,16701300000,2.17,-12.74
660,47586,2018-01-17 14:50:00,1442,10576.9,177779835193,16808312,16536800000,2.14,-12.7
680,49028,2018-01-17 14:55:00,1442,10539.0,177142800168,16808312,16514000000,2.89,-12.97
700,50470,2018-01-17 15:00:00,1442,10492.3,176357851998,16808312,16469900000,2.98,-13.31
720,51912,2018-01-17 15:05:00,1442,10423.1,175194716807,16808312,16283700000,2.74,-13.87
740,53354,2018-01-17 15:10:00,1442,10340.6,173808031067,16808312,16222700000,1.89,-14.5
760,54796,2018-01-17 15:15:00,1442,10332.6,173673564571,16808312,16146400000,1.53,-14.55
780,56238,2018-01-17 15:20:00,1442,10373.5,174361024532,16808312,16254700000,1.71,-14.2
800,57680,2018-01-17 15:25:00,1442,10431.0,175327638075,16808325,16343200000,1.51,-13.7
820,59122,2018-01-17 15:30:00,1442,10412.7,175020045728,16808325,16320200000,0.99,-13.79
840,60564,2018-01-17 15:35:00,1442,10381.6,174497306820,16808325,16241600000,-0.05,-14.02
860,62006,2018-01-17 15:40:00,1442,10336.5,173739251363,16808325,16115200000,-0.83,-14.3
880,63448,2018-01-17 15:45:00,1442,10314.3,173366230319,16808337,16117800000,-1.76,-14.46
900,64890,2018-01-17 15:50:00,1442,10228.7,171927436672,16808337,16002300000,-2.7,-15.09
920,66332,2018-01-17 15:55:00,1442,10172.6,170984488966,16808337,15786900000,-3.04,-15.42
940,67774,2018-01-17 16:00:00,1442,10174.2,171011382305,16808337,15879500000,-3.03,-15.41
960,69216,2018-01-17 16:05:00,1442,10185.1,171194980213,16808375,15854800000,-2.23,-15.24
980,70658,2018-01-17 16:10:00,1442,10144.5,170512560188,16808375,15692300000,-2.61,-15.52
1000,72100,2018-01-17 16:15:00,1442,10054.4,168998125600,16808375,15565400000,-3.31,-16.23
1020,73542,2018-01-17 16:20:00,1442,10022.2,168457016191,16808387,15620100000,-3.43,-16.54
1040,74984,2018-01-17 16:25:00,1442,9977.19,167700470693,16808387,15459100000,-3.83,-16.95
1060,76426,2018-01-17 16:30:00,1442,9898.23,166373280455,16808387,15302400000,-4.37,-17.64
1080,77868,2018-01-17 16:35:00,1442,9898.23,166373280455,16808387,15302400000,-4.37,-17.64
1100,79310,2018-01-17 16:40:00,1442,9724.2,163448243280,16808400,15075200000,-5.3,-19.16
1120,80752,2018-01-17 16:45:00,1442,9620.09,161698320756,16808400,15054400000,-6.01,-20.02
1140,82194,2018-01-17 16:50:00,1442,9621.71,161725550364,16808400,15280900000,-5.87,-20.01
1160,83636,2018-01-17 16:55:00,1442,9621.71,161725550364,16808400,15280900000,-5.87,-20.01
1180,85078,2018-01-17 17:00:00,1442,9616.410000000002,161636465844,16808400,15203700000,-5.22,-20.07
1200,86520,2018-01-17 17:05:00,1442,9555.330000000002,160609808772,16808400,15158900000,-5.5,-20.53
1220,87962,2018-01-17 17:10:00,1442,9561.4,160711835760,16808400,15238800000,-5.03,-20.47
1240,89404,2018-01-17 17:15:00,1442,9634.14,161934478776,16808400,15513000000,-4.09,-19.88
1260,90846,2018-01-17 17:20:00,1442,9676.53,162647344884,16808437,15516300000,-3.19,-19.54
1280,92288,2018-01-17 17:25:00,1442,9622.96,161746916914,16808437,15423600000,-2.88,-19.99
1300,93730,2018-01-17 17:30:00,1442,9529.0,160167596173,16808437,15293800000,-3.43,-20.84
1320,95172,2018-01-17 17:35:00,1442,9446.19,158775689505,16808437,15208100000,-3.71,-21.59
