,Unnamed: 0,time,refID_coin,price,marketCap,CirculatingSupply,Volume24h,Movement1h,Movement24h
8,8,2018-01-17 11:25:00,1450,0.411229,7357217335,17890803748,443714000,-1.09,-14.33
28,1450,2018-01-17 11:30:00,1450,0.412253,7375537518,17890803748,443277000,-0.45,-13.81
48,2892,2018-01-17 11:35:00,1450,0.412866,7386504580,17890803748,442010000,-0.49,-13.37
68,4334,2018-01-17 11:45:00,1450,0.409,7317339224,17890804948,437982000,-1.66,-13.72
88,5776,2018-01-17 11:50:00,1450,0.407859,7296925815,17890804948,435812000,-2.14,-13.85
108,7218,2018-01-17 11:55:00,1450,0.405104,7247636648,17890804948,428606000,-2.94,-14.39
128,8660,2018-01-17 12:00:00,1450,0.39469,7061321805,17890804948,418029000,-5.31,-16.62
148,10102,2018-01-17 12:05:00,1450,0.391171,6998364884,17890807048,414399000,-5.86,-17.23
168,11544,2018-01-17 12:10:00,1450,0.395881,7082630585,17890807048,412222000,-4.53,-16.2
188,12986,2018-01-17 12:15:00,1450,0.391705,7007918575,17890807048,407029000,-5.18,-17.12
208,14428,2018-01-17 12:20:00,1450,0.383414,6859585894,17890807048,399216000,-7.01,-19.09
228,15870,2018-01-17 12:25:00,1450,0.380499,6807434648,17890808248,394239000,-7.72,-19.68
248,17312,2018-01-17 13:00:00,1450,0.366755,6561543819,17890809448,372066000,-6.83,-23.45
268,18754,2018-01-17 13:05:00,1450,0.362563,6486545546,17890809448,370614000,-7.46,-24.37
288,20196,2018-01-17 13:10:00,1450,0.366777,6561937417,17890809448,375413000,-5.56,-23.61
308,21638,2018-01-17 13:15:00,1450,0.377544,6754567762,17890809448,382171000,-2.0,-21.53
328,23080,2018-01-17 13:20:00,1450,0.386992,6923600827,17890811248,387504000,1.75,-19.64
348,24522,2018-01-17 13:25:00,1450,0.38910700000000004,6961439892,17890811248,390387000,3.04,-19.44
368,25964,2018-01-17 13:30:00,1450,0.382126,6836544139,17890811248,385104000,1.03,-21.11
388,27406,2018-01-17 13:35:00,1450,0.378425,6770330247,17890811248,382514000,0.45,-22.13
408,28848,2018-01-17 13:40:00,1450,0.384273,6874956057,17890812148,383878000,2.3,-21.17
428,30290,2018-01-17 13:45:00,1450,0.381344,6822553868,17890812148,382958000,2.08,-22.08
448,31732,2018-01-17 13:50:00,1450,0.374479,6699733442,17890812148,377900000,0.64,-23.65
468,33174,2018-01-17 13:55:00,1450,0.367477,6574461976,17890812148,372286000,-1.03,-25.27
488,34616,2018-01-17 14:00:00,1450,0.361551,6468441131,17890812448,368474000,-2.26,-26.69
508,36058,2018-01-17 14:05:00,1450,0.370735,6632750353,17890812448,372516000,-0.23,-25.0
528,37500,2018-01-17 14:10:00,1450,0.362967,6493774522,17890812448,367054000,-3.2,-26.69
548,38942,2018-01-17 14:15:00,1450,0.368104,6585679625,17890812448,369349000,-2.09,-25.69
568,40384,2018-01-17 14:25:00,1450,0.375058,6710092448,17890812748,374040000,-1.34,-24.27
588,41826,2018-01-17 14:30:00,1450,0.37414400000000003,6693740245,17890812748,373092000,-2.33,-24.39
608,43268,2018-01-17 14:35:00,1450,0.376081,6728394749,17890812748,372779000,-1.76,-23.96
628,44710,2018-01-17 14:40:00,1450,0.380805,6812910949,17890812748,378164000,-0.42,-22.93
648,46152,2018-01-17 14:45:00,1450,0.389137,6961977200,17890812748,381176000,2.51,-21.16
668,47594,2018-01-17 14:50:00,1450,0.384802,6884420527,17890812748,377549000,1.79,-21.92
688,49036,2018-01-17 14:55:00,1450,0.38360900000000003,6863076787,17890812748,378342000,2.56,-22.09
708,50478,2018-01-17 15:00:00,1450,0.383337,6858210486,17890812748,377389000,3.09,-22.04
728,51920,2018-01-17 15:05:00,1450,0.376781,6740918431,17890813048,373042000,1.96,-23.34
748,53362,2018-01-17 15:10:00,1450,0.37657199999999996,6737179251,17890813048,372165000,2.45,-23.39
768,54804,2018-01-17 15:15:00,1450,0.371635,6648852307,17890813048,368797000,0.83,-24.37
788,56246,2018-01-17 15:20:00,1450,0.37496799999999997,6708482387,17890813048,370652000,1.4,-23.66
808,57688,2018-01-17 15:25:00,1450,0.378759,6776306687,17890813648,372643000,2.04,-22.88
828,59130,2018-01-17 15:30:00,1450,0.37805900000000003,6763783117,17890813648,371682000,0.77,-22.94
848,60572,2018-01-17 15:35:00,1450,0.376288,6732098486,17890813648,370161000,-0.53,-23.22
868,62014,2018-01-17 15:40:00,1450,0.373,6673273491,17890813648,367278000,-1.98,-23.79
888,63456,2018-01-17 15:45:00,1450,0.372739,6668604100,17890813948,366350000,-2.35,-23.77
908,64898,2018-01-17 15:50:00,1450,0.371284,6642572966,17890813948,363325000,-2.83,-23.98
928,66340,2018-01-17 15:55:00,1450,0.36340300000000003,6501575461,17890813948,359673000,-4.91,-25.5
948,67782,2018-01-17 16:00:00,1450,0.365465,6538466320,17890813948,360161000,-4.04,-24.96
968,69224,2018-01-17 16:05:00,1450,0.364682,6524457922,17890814248,357007000,-3.48,-25.01
988,70666,2018-01-17 16:10:00,1450,0.360239,6444969034,17890814248,354198000,-4.69,-25.83
1008,72108,2018-01-17 16:15:00,1450,0.355232,6355389727,17890814248,348730000,-5.81,-26.79
1028,73550,2018-01-17 16:20:00,1450,0.354646,6344906135,17890815448,347962000,-5.54,-26.86
1048,74992,2018-01-17 16:25:00,1450,0.346144,6192798422,17890815448,344294000,-7.71,-28.63
1068,76434,2018-01-17 16:30:00,1450,0.338287,6052230285,17890815448,338048000,-9.79,-30.3
1088,77876,2018-01-17 16:35:00,1450,0.338287,6052230285,17890815448,338048000,-9.79,-30.3
1108,79318,2018-01-17 16:40:00,1450,0.326669,5844375184,17890816648,329051000,-12.06,-32.7
1128,80760,2018-01-17 16:45:00,1450,0.32345,5786784645,17890816648,329247000,-12.47,-33.34
1148,82202,2018-01-17 16:50:00,1450,0.325489,5823264020,17890816648,333506000,-11.37,-32.89
