,Unnamed: 0,time,refID_coin,price,marketCap,CirculatingSupply,Volume24h,Movement1h,Movement24h
18,22,2018-01-17 11:25:00,1465,468.34,1440248246,3075206,202410000,-2.49,-13.7
38,1465,2018-01-17 11:30:00,1465,467.89,1438861328,3075206,202079000,-2.55,-13.36
58,2907,2018-01-17 11:35:00,1465,469.04,1442388589,3075206,201508000,-2.09,-12.39
78,4350,2018-01-17 11:45:00,1465,464.66,1428948227,3075269,199662000,-2.73,-12.92
98,5792,2018-01-17 11:50:00,1465,464.11,1427253754,3075269,198929000,-2.92,-12.8
118,7234,2018-01-17 11:55:00,1465,460.67,1416668679,3075269,195814000,-3.77,-13.09
138,8674,2018-01-17 12:00:00,1465,453.52,1394686658,3075269,191939000,-5.26,-14.44
158,10118,2018-01-17 12:05:00,1465,447.74,1376969233,3075356,190126000,-5.72,-15.22
178,11560,2018-01-17 12:10:00,1465,450.78,1386296789,3075356,190813000,-5.08,-14.64
198,13002,2018-01-17 12:15:00,1465,450.15,1384368541,3075356,187288000,-4.63,-14.7
218,14444,2018-01-17 12:20:00,1465,445.34,1369569926,3075356,184710000,-5.52,-15.64
238,15886,2018-01-17 12:25:00,1465,443.31,1363377435,3075456,183387000,-5.6,-15.96
258,17326,2018-01-17 13:00:00,1465,437.81,1346565726,3075706,178986000,-3.39,-17.29
278,18768,2018-01-17 13:05:00,1465,435.15,1338399726,3075706,177947000,-2.97,-17.99
298,20210,2018-01-17 13:10:00,1465,438.29,1348057444,3075706,178964000,-2.27,-17.43
318,21652,2018-01-17 13:15:00,1465,451.47,1388576798,3075706,183140000,0.97,-14.95
338,23094,2018-01-17 13:20:00,1465,457.94,1408531638,3075806,185632000,2.8,-13.79
358,24537,2018-01-17 13:25:00,1465,459.44,1413157651,3075806,185678000,3.39,-13.61
378,25979,2018-01-17 13:30:00,1465,456.67,1404631516,3075806,184543000,2.99,-14.13
398,27421,2018-01-17 13:35:00,1465,452.62,1392165273,3075806,183288000,2.14,-15.12
