,Unnamed: 0,time,refID_coin,price,marketCap,CirculatingSupply,Volume24h,Movement1h,Movement24h
6,6,2018-01-17 11:25:00,1447,0.8871290000000001,7984160999,8999999999,174228000,-0.79,-20.52
26,1448,2018-01-17 11:30:00,1447,0.8926059999999999,8033453999,8999999999,174464000,-0.51,-19.75
46,2890,2018-01-17 11:35:00,1447,0.9033370000000001,8130032999,8999999999,174745000,0.54,-18.78
66,4332,2018-01-17 11:45:00,1447,0.894009,8046080999,8999999999,172592000,-0.98,-19.21
86,5774,2018-01-17 11:50:00,1447,0.881417,7932752999,8999999999,170613000,-2.83,-20.37
106,7216,2018-01-17 11:55:00,1447,0.8738020000000001,7864217999,8999999999,167829000,-4.01,-21.16
126,8658,2018-01-17 12:00:00,1447,0.850425,7653824999,8999999999,163202000,-6.29,-23.43
146,10100,2018-01-17 12:05:00,1447,0.839822,7558397999,8999999999,161382000,-6.81,-24.54
166,11542,2018-01-17 12:10:00,1447,0.8582209999999999,7723988999,8999999999,162143000,-4.56,-22.97
186,12984,2018-01-17 12:15:00,1447,0.842758,7584821999,8999999999,159631000,-6.0,-24.54
206,14426,2018-01-17 12:20:00,1447,0.8224790000000001,7402310999,8999999999,156831000,-7.99,-26.61
226,15868,2018-01-17 12:25:00,1447,0.842087,7578782999,8999999999,157938000,-5.85,-25.0
247,17311,2018-01-17 13:00:00,1447,0.781526,7033733999,8999999999,145210000,-7.83,-31.08
267,18753,2018-01-17 13:05:00,1447,0.765447,6889022999,8999999999,142779000,-9.64,-32.76
286,20194,2018-01-17 13:10:00,1447,0.795046,7155413999,8999999999,146630000,-5.48,-30.35
307,21637,2018-01-17 13:15:00,1447,0.824533,7420796999,8999999999,150333000,-1.8,-27.84
327,23079,2018-01-17 13:20:00,1447,0.8429840000000001,7586855999,8999999999,153640000,1.33,-26.43
347,24521,2018-01-17 13:25:00,1447,0.8474809999999999,7627328999,8999999999,154071000,2.52,-26.3
367,25963,2018-01-17 13:30:00,1447,0.806508,7258571999,8999999999,149753000,-2.14,-30.15
387,27405,2018-01-17 13:35:00,1447,0.8252149999999999,7426934999,8999999999,153078000,0.8,-28.94
407,28847,2018-01-17 13:40:00,1447,0.826433,7437896999,8999999999,152755000,1.21,-28.87
427,30289,2018-01-17 13:45:00,1447,0.809215,7282934999,8999999999,149715000,-0.58,-30.52
447,31731,2018-01-17 13:50:00,1447,0.800982,7208837999,8999999999,148514000,-1.13,-31.42
467,33173,2018-01-17 13:55:00,1447,0.778324,7004915999,8999999999,143734000,-2.8,-33.48
486,34614,2018-01-17 14:00:00,1447,0.789808,7108271999,8999999999,145274000,-0.81,-32.62
506,36056,2018-01-17 14:05:00,1447,0.792503,7132526999,8999999999,145803000,-1.3,-32.38
526,37498,2018-01-17 14:10:00,1447,0.7811130000000001,7030016999,8999999999,143918000,-3.51,-33.13
546,38940,2018-01-17 14:15:00,1447,0.799883,7198946999,8999999999,146906000,-1.14,-31.46
567,40383,2018-01-17 14:25:00,1447,0.807024,7263215999,8999999999,148132000,-0.82,-30.79
587,41825,2018-01-17 14:30:00,1447,0.8038270000000001,7234442999,8999999999,147405000,-2.45,-31.07
607,43267,2018-01-17 14:35:00,1447,0.808551,7276958999,8999999999,148136000,-2.15,-30.52
627,44709,2018-01-17 14:40:00,1447,0.8270270000000001,7443242999,8999999999,151467000,0.94,-29.03
647,46151,2018-01-17 14:45:00,1447,0.838651,7547858999,8999999999,153383000,3.1,-28.03
667,47593,2018-01-17 14:50:00,1447,0.82268,7404119999,8999999999,150740000,1.84,-29.37
687,49035,2018-01-17 14:55:00,1447,0.8266709999999999,7440038999,8999999999,151461000,2.92,-28.98
707,50477,2018-01-17 15:00:00,1447,0.816484,7348355999,8999999999,149638000,2.12,-29.78
727,51919,2018-01-17 15:05:00,1447,0.812393,7311536999,8999999999,148770000,2.78,-30.06
747,53361,2018-01-17 15:10:00,1447,0.804634,7241705999,8999999999,147324000,1.67,-30.66
767,54803,2018-01-17 15:15:00,1447,0.800425,7203824999,8999999999,146511000,0.59,-30.98
787,56245,2018-01-17 15:20:00,1447,0.809355,7284194999,8999999999,147933000,1.32,-30.15
807,57687,2018-01-17 15:25:00,1447,0.8125680000000001,7313111999,8999999999,148420000,1.56,-29.85
827,59129,2018-01-17 15:30:00,1447,0.8116939999999999,7305245999,8999999999,147912000,0.28,-29.76
