time,refID_coin,price,marketCap,CirculatingSupply,Volume24h,Movement1h,Movement24h
2018-01-17 11:25:00,1443,960.93,93242345727,97033038,7990730000,-2.37,-12.48
2018-01-17 11:30:00,1443,961.11,93259132443,97033038,7968750000,-2.0,-12.04
2018-01-17 11:35:00,1443,961.68,93314732374,97033038,7961440000,-1.84,-11.64
2018-01-17 11:45:00,1443,954.97,92663910941,97033118,7868470000,-2.36,-11.75
2018-01-17 11:50:00,1443,953.37,92508366852,97033118,7853590000,-2.6,-11.71
2018-01-17 11:55:00,1443,946.03,91796434864,97033118,7771400000,-3.39,-12.27
2018-01-17 12:00:00,1443,933.59,90589148808,97033118,7621040000,-4.66,-13.3
2018-01-17 12:05:00,1443,926.09,89861151723,97033269,7551350000,-4.97,-13.95
2018-01-17 12:10:00,1443,929.29,90172337416,97033269,7548720000,-4.27,-13.59
2018-01-17 12:15:00,1443,928.1,90056285626,97033269,7493260000,-3.95,-13.73
2018-01-17 12:20:00,1443,917.22,89001145862,97033269,7396770000,-5.07,-14.82
2018-01-17 12:25:00,1443,910.31,88330898928,97033440,7334480000,-5.35,-15.43
2018-01-17 13:00:00,1443,894.55,86801819133,97033844,7034700000,-3.82,-17.67
2018-01-17 13:05:00,1443,888.16,86181578803,97033844,6970030000,-4.5,-18.36
2018-01-17 13:10:00,1443,895.93,86935919905,97033844,7056210000,-2.64,-17.71
2018-01-17 13:15:00,1443,917.44,89023020854,97033844,7244830000,-0.05,-15.77
2018-01-17 13:20:00,1443,932.46,90480292169,97033966,7325280000,1.74,-14.49
2018-01-17 13:25:00,1443,935.74,90798854680,97033966,7318250000,2.61,-14.31
2018-01-17 13:30:00,1443,926.08,89860827328,97033966,7233350000,1.93,-15.51
2018-01-17 13:35:00,1443,920.06,89277168021,97033966,7175790000,1.25,-16.1
2018-01-17 13:40:00,1443,916.3,88913890169,97035362,7181430000,0.86,-16.57
2018-01-17 13:45:00,1443,908.74,88179429516,97035362,7122930000,0.18,-17.41
2018-01-17 13:50:00,1443,895.08,86853926473,97035362,7030460000,-0.88,-18.94
2018-01-17 13:55:00,1443,880.99,85486698226,97035362,6933020000,-2.42,-20.22
2018-01-17 14:00:00,1443,879.72,85364106713,97035652,6927770000,-2.4,-20.7
2018-01-17 14:05:00,1443,881.35,85522565933,97035652,6968790000,-2.63,-20.72
2018-01-17 14:10:00,1443,875.62,84966648683,97035652,6880250000,-3.73,-21.23
2018-01-17 14:15:00,1443,883.13,85694804215,97035652,6952920000,-3.26,-20.66
2018-01-17 14:25:00,1443,890.07,86368307157,97035737,7012090000,-2.89,-20.07
2018-01-17 14:30:00,1443,890.42,86402560772,97035737,6976230000,-3.28,-20.18
2018-01-17 14:35:00,1443,892.33,86587510886,97035737,6992780000,-3.35,-20.06
2018-01-17 14:40:00,1443,905.01,87818021065,97035737,7089070000,-1.54,-18.83
2018-01-17 14:45:00,1443,914.09,88699554542,97035803,7161190000,0.68,-18.05
2018-01-17 14:50:00,1443,907.3,88041069580,97035803,7082510000,-0.06,-18.68
2018-01-17 14:55:00,1443,902.53,87577723619,97035803,7047690000,0.56,-19.12
2018-01-17 15:00:00,1443,900.66,87395878524,97035803,7020960000,1.55,-19.31
2018-01-17 15:05:00,1443,893.87,86737182484,97035893,6965340000,1.27,-19.93
2018-01-17 15:10:00,1443,889.51,86314785242,97035893,6941250000,0.66,-20.33
2018-01-17 15:15:00,1443,884.73,85850662566,97035893,6901280000,0.15,-20.83
2018-01-17 15:20:00,1443,888.36,86202514714,97035893,6945880000,0.56,-20.52
2018-01-17 15:25:00,1443,892.85,86638836531,97036056,6969490000,0.52,-20.11
2018-01-17 15:30:00,1443,893.12,86664939230,97036056,6967880000,0.02,-20.08
2018-01-17 15:35:00,1443,888.78,86243608676,97036056,6938940000,-0.97,-20.33
2018-01-17 15:40:00,1443,883.1,85692637951,97036056,6893270000,-2.09,-20.75
2018-01-17 15:45:00,1443,880.0,85392368515,97036231,6867200000,-2.43,-21.03
2018-01-17 15:50:00,1443,873.82,84792587571,97036231,6821570000,-3.3,-21.5
2018-01-17 15:55:00,1443,865.39,83974281035,97036231,6752630000,-3.99,-22.08
2018-01-17 16:00:00,1443,865.84,84017947339,97036231,6771820000,-3.94,-22.05
2018-01-17 16:05:00,1443,865.82,84015924681,97036473,6741080000,-3.07,-21.98
2018-01-17 16:10:00,1443,859.52,83404886013,97036473,6678520000,-3.77,-22.5
2018-01-17 16:15:00,1443,851.95,82670513988,97036473,6631430000,-4.48,-23.14
2018-01-17 16:20:00,1443,847.96,82283015929,97036664,6649000000,-4.68,-23.53
2018-01-17 16:25:00,1443,840.64,81573095692,97036664,6565810000,-5.26,-24.27
2018-01-17 16:30:00,1443,831.27,80663473999,97036664,6513680000,-6.1,-25.17
2018-01-17 16:35:00,1443,831.27,80663473999,97036664,6513680000,-6.1,-25.17
2018-01-17 16:40:00,1443,812.33,78826198991,97036805,6419680000,-7.54,-26.98
2018-01-17 16:45:00,1443,808.1,78415151085,97036805,6435610000,-7.61,-27.37
2018-01-17 16:50:00,1443,813.45,78934589103,97036805,6553320000,-6.55,-26.85
2018-01-17 16:55:00,1443,813.45,78934589103,97036805,6553320000,-6.55,-26.85
2018-01-17 17:00:00,1443,804.81,78096501450,97036950,6512360000,-6.36,-27.62
2018-01-17 17:05:00,1443,799.71,77601127823,97036950,6485990000,-6.78,-28.1
2018-01-17 17:10:00,1443,801.99,77822469105,97036950,6544170000,-6.37,-27.92
2018-01-17 17:15:00,1443,812.99,78890457772,97036950,6670990000,-4.62,-26.94
2018-01-17 17:20:00,1443,811.63,78757970508,97037030,6665840000,-3.77,-27.1
2018-01-17 17:25:00,1443,803.24,77944120938,97037030,6598410000,-3.7,-27.95
2018-01-17 17:30:00,1443,791.97,76850319537,97037030,6541340000,-4.63,-28.96
2018-01-17 17:35:00,1443,785.76,76247719581,97037030,6503000000,-4.37,-29.7
2018-01-17 17:40:00,1443,780.92,75778467069,97037178,6504400000,-4.8,-30.13
2018-01-17 17:45:00,1443,793.15,76965328792,97037178,6663550000,-2.7,-29.16
2018-01-17 17:50:00,1443,802.44,77866610101,97037178,6759830000,-1.24,-28.29
2018-01-17 17:55:00,1443,806.23,78233798782,97037178,6803480000,-0.16,-28.01
2018-01-17 18:00:00,1443,804.38,78055274598,97037329,6789290000,-0.39,-28.1
2018-01-17 18:05:00,1443,799.07,77539424159,97037329,6753210000,-1.05,-28.57
2018-01-17 18:10:00,1443,805.74,78187051291,97037329,6843400000,-0.18,-27.85
2018-01-17 18:15:00,1443,823.05,79866864487,97037329,7018060000,2.15,-26.32
2018-01-17 18:20:00,1443,826.31,80182766676,97037619,7044940000,2.83,-25.95
2018-01-17 18:25:00,1443,828.33,80379558967,97037619,7062140000,3.75,-25.69
2018-01-17 18:30:00,1443,845.53,82047926747,97037619,7267260000,6.43,-23.96
2018-01-17 18:35:00,1443,852.58,82732333073,97037619,7340330000,7.52,-23.21
2018-01-17 18:40:00,1443,848.88,82373556585,97037928,7321870000,6.8,-23.54
2018-01-17 18:45:00,1443,853.94,82864374426,97037928,7389960000,7.63,-22.93
