time,refID_coin,price,marketCap,CirculatingSupply,Volume24h,Movement1h,Movement24h
2018-01-17 11:25:00,1456,181.82,3048981646,16769324,394049000,-5.69,-16.69
2018-01-17 11:30:00,1456,182.1,3053660287,16769324,393568000,-4.68,-16.31
2018-01-17 11:35:00,1456,182.31,3057131537,16769324,396465000,-4.56,-15.94
2018-01-17 11:45:00,1456,181.6,3045330473,16769349,392112000,-4.46,-15.87
2018-01-17 11:50:00,1456,180.88,3033206234,16769349,388356000,-5.13,-16.07
2018-01-17 11:55:00,1456,178.25,2989153155,16769349,376799000,-6.63,-17.17
2018-01-17 12:00:00,1456,172.39,2890800926,16769349,367376000,-8.95,-19.9
2018-01-17 12:05:00,1456,171.48,2875660348,16769361,373754000,-9.1,-20.19
2018-01-17 12:10:00,1456,173.29,2905895506,16769361,370089000,-6.42,-19.36
2018-01-17 12:15:00,1456,171.65,2878376984,16769361,363040000,-7.08,-20.12
2018-01-17 12:20:00,1456,168.21,2820690382,16769361,355919000,-8.55,-21.86
2018-01-17 12:25:00,1456,165.85,2781252991,16769386,355499000,-9.4,-22.9
2018-01-17 13:00:00,1456,166.76,2796534071,16769411,341929000,-3.35,-23.18
2018-01-17 13:05:00,1456,166.99,2800374266,16769411,340028000,-2.68,-23.13
2018-01-17 13:10:00,1456,168.03,2817780915,16769411,347776000,-1.43,-22.69
2018-01-17 13:15:00,1456,173.65,2911957927,16769411,352873000,3.1,-20.12
2018-01-17 13:20:00,1456,176.44,2958778123,16769411,356556000,5.04,-18.92
2018-01-17 13:25:00,1456,175.73,2946855072,16769411,354392000,5.22,-19.26
2018-01-17 13:30:00,1456,174.22,2921600339,16769411,350784000,4.81,-20.13
2018-01-17 13:35:00,1456,173.32,2906558177,16769411,350766000,4.07,-20.72
2018-01-17 13:40:00,1456,174.22,2921606872,16769449,348440000,4.54,-20.48
2018-01-17 13:45:00,1456,172.92,2899739511,16769449,346641000,3.6,-21.23
2018-01-17 13:50:00,1456,169.73,2846295278,16769449,342519000,1.68,-22.83
2018-01-17 13:55:00,1456,167.61,2810660200,16769449,338211000,0.16,-23.95
2018-01-17 14:00:00,1456,166.09,2785256562,16769461,339485000,-1.34,-24.8
2018-01-17 14:05:00,1456,169.08,2835414020,16769461,339730000,-0.37,-23.57
2018-01-17 14:10:00,1456,165.97,2783244226,16769461,337024000,-2.69,-25.04
2018-01-17 14:15:00,1456,169.46,2841702568,16769461,339874000,-1.3,-23.51
2018-01-17 14:25:00,1456,172.0,2884351607,16769486,339256000,-0.9,-22.35
2018-01-17 14:30:00,1456,170.21,2854300688,16769486,336450000,-1.99,-23.07
2018-01-17 14:35:00,1456,172.07,2885542241,16769486,335928000,-1.45,-22.19
2018-01-17 14:40:00,1456,172.28,2889130911,16769486,338231000,-0.87,-22.18
