time,refID_coin,price,marketCap,CirculatingSupply,Volume24h,Movement1h,Movement24h
2018-01-17 11:25:00,1446,0.544258,14111015557,25927070538,1511130000,-2.56,-14.91
2018-01-17 11:30:00,1446,0.545643,14146924550,25927070538,1511920000,-1.8,-14.38
2018-01-17 11:35:00,1446,0.544555,14118715897,25927070538,1507640000,-1.96,-13.92
2018-01-17 11:45:00,1446,0.539331,13983272880,25927070538,1488030000,-2.91,-14.51
2018-01-17 11:50:00,1446,0.538712,13967224024,25927070538,1480730000,-3.2,-14.37
2018-01-17 11:55:00,1446,0.532169,13797583201,25927070538,1441470000,-4.24,-15.37
2018-01-17 12:00:00,1446,0.524423,13596752113,25927070538,1413110000,-5.41,-16.54
2018-01-17 12:05:00,1446,0.519785,13476502360,25927070538,1426210000,-6.12,-17.21
2018-01-17 12:10:00,1446,0.5255340000000001,13625557088,25927070538,1406000000,-4.34,-16.21
2018-01-17 12:15:00,1446,0.523623,13576010456,25927070538,1376850000,-4.06,-16.66
2018-01-17 12:20:00,1446,0.516803,13399187835,25927070538,1369110000,-5.28,-17.89
2018-01-17 12:25:00,1446,0.511691,13266648651,25927070538,1351780000,-6.02,-18.69
2018-01-17 13:00:00,1446,0.500726,12982358322,25927070538,1250730000,-4.39,-21.41
2018-01-17 13:05:00,1446,0.497633,12902165893,25927070538,1247420000,-4.67,-21.97
2018-01-17 13:10:00,1446,0.499155,12941626894,25927070538,1274150000,-3.75,-21.87
2018-01-17 13:15:00,1446,0.5157609999999999,13372171828,25927070538,1291860000,-0.1,-19.27
2018-01-17 13:20:00,1446,0.524996,13611608324,25927070538,1295710000,2.43,-18.09
2018-01-17 13:25:00,1446,0.528211,13694963856,25927070538,1297920000,3.15,-17.78
2018-01-17 13:30:00,1446,0.5246930000000001,13603752422,25927070538,1277560000,2.8,-18.42
2018-01-17 13:35:00,1446,0.5154890000000001,13365119665,25927070538,1282480000,1.3,-20.19
2018-01-17 13:40:00,1446,0.5185390000000001,13444197230,25927070538,1275270000,2.01,-19.78
2018-01-17 13:45:00,1446,0.515416,13363226988,25927070538,1263250000,1.78,-20.46
2018-01-17 13:50:00,1446,0.507166,13149328656,25927070538,1250110000,0.31,-22.03
2018-01-17 13:55:00,1446,0.499205,12942923248,25927070538,1238360000,-1.13,-23.3
2018-01-17 14:00:00,1446,0.490982,12729724947,25927070538,1244580000,-2.9,-24.74
2018-01-17 14:05:00,1446,0.504763,13087025906,25927070538,1240650000,-0.53,-22.86
2018-01-17 14:10:00,1446,0.494229,12813910145,25927070538,1233710000,-3.09,-24.47
2018-01-17 14:15:00,1446,0.49759200000000003,12901102883,25927070538,1244150000,-3.01,-23.99
2018-01-17 14:25:00,1446,0.5104069999999999,13233358292,25927070538,1246880000,-1.48,-22.05
2018-01-17 14:30:00,1446,0.507717,13163614472,25927070538,1241750000,-2.01,-22.38
2018-01-17 14:35:00,1446,0.508054,13172351895,25927070538,1250300000,-2.53,-22.28
2018-01-17 14:40:00,1446,0.514163,13330740369,25927070538,1264330000,-1.35,-21.44
2018-01-17 14:45:00,1446,0.526634,13654076866,25927070538,1265060000,2.15,-19.43
2018-01-17 14:50:00,1446,0.519968,13481247014,25927070538,1250280000,1.28,-20.49
2018-01-17 14:55:00,1446,0.517566,13418970190,25927070538,1266040000,2.28,-20.77
2018-01-17 15:00:00,1446,0.517385,13414277390,25927070538,1248470000,3.07,-20.77
2018-01-17 15:05:00,1446,0.510418,13233643490,25927070538,1243020000,1.81,-21.82
2018-01-17 15:10:00,1446,0.51077,13242769819,25927070538,1237990000,2.36,-21.74
2018-01-17 15:15:00,1446,0.505944,13117645776,25927070538,1241900000,1.05,-22.5
