Unnamed: 0,time,refID_coin,price,marketCap,CirculatingSupply,Volume24h,Movement1h,Movement24h
10,2018-01-17 11:25:00,1453,761.64,5958391224,7823066,231959000,-1.18,-5.49
1452,2018-01-17 11:30:00,1453,758.21,5931518993,7823066,230889000,-1.48,-5.58
2894,2018-01-17 11:35:00,1453,759.99,5945451873,7823066,230629000,-1.32,-4.95
4336,2018-01-17 11:45:00,1453,755.19,5907909999,7823098,228395000,-2.07,-5.04
5778,2018-01-17 11:50:00,1453,754.11,5899500168,7823098,227236000,-2.37,-4.99
7220,2018-01-17 11:55:00,1453,746.01,5836101779,7823098,224370000,-3.45,-5.87
8662,2018-01-17 12:00:00,1453,737.34,5768291163,7823098,219910000,-4.63,-6.83
10104,2018-01-17 12:05:00,1453,732.4099999999999,5729718290,7823124,217077000,-4.87,-7.32
11546,2018-01-17 12:10:00,1453,739.33,5783854305,7823124,217634000,-3.46,-6.33
12988,2018-01-17 12:15:00,1453,733.0599999999997,5734850259,7823124,213881000,-4.14,-7.07
14430,2018-01-17 12:20:00,1453,718.11,5617878916,7823124,212188000,-5.9,-8.99
15873,2018-01-17 12:25:00,1453,711.35,5564968165,7823152,210269000,-6.59,-9.86
17315,2018-01-17 13:00:00,1453,693.03,5421740562,7823196,202402000,-5.99,-12.67
18757,2018-01-17 13:05:00,1453,690.31,5400422354,7823196,201832000,-5.58,-13.11
20199,2018-01-17 13:10:00,1453,691.23,5407596224,7823196,203085000,-5.13,-12.98
21641,2018-01-17 13:15:00,1453,705.9400000000003,5522698902,7823196,207382000,-2.14,-11.28
23083,2018-01-17 13:20:00,1453,715.31,5595999393,7823224,209841000,-0.17,-10.2
24525,2018-01-17 13:25:00,1453,718.46,5620689489,7823224,209515000,1.03,-9.94
25967,2018-01-17 13:30:00,1453,716.63,5606372989,7823224,207791000,1.37,-10.39
27409,2018-01-17 13:35:00,1453,712.68,5575439959,7823224,206420000,1.31,-11.11
28851,2018-01-17 13:40:00,1453,715.24,5595527146,7823253,206963000,1.88,-11.04
30293,2018-01-17 13:45:00,1453,713.08,5578589802,7823253,206210000,1.96,-11.45
31734,2018-01-17 13:50:00,1453,712.22,5571877451,7823253,205514000,2.11,-11.9
33176,2018-01-17 13:55:00,1453,700.0700000000003,5476824924,7823253,202423000,0.52,-13.52
34618,2018-01-17 14:00:00,1453,690.9400000000003,5405432049,7823268,199839000,-0.88,-14.97
