Unnamed: 0,time,refID_coin,price,marketCap,CirculatingSupply,Volume24h,Movement1h,Movement24h
4,2018-01-17 11:25:00,1446,0.544258,14111015557,25927070538,1511130000,-2.56,-14.91
1446,2018-01-17 11:30:00,1446,0.545643,14146924550,25927070538,1511920000,-1.8,-14.38
2888,2018-01-17 11:35:00,1446,0.544555,14118715897,25927070538,1507640000,-1.96,-13.92
4330,2018-01-17 11:45:00,1446,0.539331,13983272880,25927070538,1488030000,-2.91,-14.51
5772,2018-01-17 11:50:00,1446,0.538712,13967224024,25927070538,1480730000,-3.2,-14.37
7214,2018-01-17 11:55:00,1446,0.532169,13797583201,25927070538,1441470000,-4.24,-15.37
8656,2018-01-17 12:00:00,1446,0.524423,13596752113,25927070538,1413110000,-5.41,-16.54
10098,2018-01-17 12:05:00,1446,0.519785,13476502360,25927070538,1426210000,-6.12,-17.21
11540,2018-01-17 12:10:00,1446,0.5255340000000001,13625557088,25927070538,1406000000,-4.34,-16.21
12982,2018-01-17 12:15:00,1446,0.523623,13576010456,25927070538,1376850000,-4.06,-16.66
14424,2018-01-17 12:20:00,1446,0.516803,13399187835,25927070538,1369110000,-5.28,-17.89
15866,2018-01-17 12:25:00,1446,0.511691,13266648651,25927070538,1351780000,-6.02,-18.69
17308,2018-01-17 13:00:00,1446,0.500726,12982358322,25927070538,1250730000,-4.39,-21.41
18750,2018-01-17 13:05:00,1446,0.497633,12902165893,25927070538,1247420000,-4.67,-21.97
20192,2018-01-17 13:10:00,1446,0.499155,12941626894,25927070538,1274150000,-3.75,-21.87
21634,2018-01-17 13:15:00,1446,0.5157609999999999,13372171828,25927070538,1291860000,-0.1,-19.27
23076,2018-01-17 13:20:00,1446,0.524996,13611608324,25927070538,1295710000,2.43,-18.09
24518,2018-01-17 13:25:00,1446,0.528211,13694963856,25927070538,1297920000,3.15,-17.78
25960,2018-01-17 13:30:00,1446,0.5246930000000001,13603752422,25927070538,1277560000,2.8,-18.42
27402,2018-01-17 13:35:00,1446,0.5154890000000001,13365119665,25927070538,1282480000,1.3,-20.19
28844,2018-01-17 13:40:00,1446,0.5185390000000001,13444197230,25927070538,1275270000,2.01,-19.78
30286,2018-01-17 13:45:00,1446,0.515416,13363226988,25927070538,1263250000,1.78,-20.46
31728,2018-01-17 13:50:00,1446,0.507166,13149328656,25927070538,1250110000,0.31,-22.03
33170,2018-01-17 13:55:00,1446,0.499205,12942923248,25927070538,1238360000,-1.13,-23.3
