Unnamed: 0,time,refID_coin,price,marketCap,CirculatingSupply,Volume24h,Movement1h,Movement24h
1,2018-01-17 11:25:00,1443,960.93,93242345727,97033038,7990730000,-2.37,-12.48
1443,2018-01-17 11:30:00,1443,961.11,93259132443,97033038,7968750000,-2.0,-12.04
2885,2018-01-17 11:35:00,1443,961.68,93314732374,97033038,7961440000,-1.84,-11.64
4327,2018-01-17 11:45:00,1443,954.97,92663910941,97033118,7868470000,-2.36,-11.75
5769,2018-01-17 11:50:00,1443,953.37,92508366852,97033118,7853590000,-2.6,-11.71
7211,2018-01-17 11:55:00,1443,946.03,91796434864,97033118,7771400000,-3.39,-12.27
8653,2018-01-17 12:00:00,1443,933.59,90589148808,97033118,7621040000,-4.66,-13.3
10095,2018-01-17 12:05:00,1443,926.09,89861151723,97033269,7551350000,-4.97,-13.95
11537,2018-01-17 12:10:00,1443,929.29,90172337416,97033269,7548720000,-4.27,-13.59
12979,2018-01-17 12:15:00,1443,928.1,90056285626,97033269,7493260000,-3.95,-13.73
14421,2018-01-17 12:20:00,1443,917.22,89001145862,97033269,7396770000,-5.07,-14.82
15863,2018-01-17 12:25:00,1443,910.31,88330898928,97033440,7334480000,-5.35,-15.43
17305,2018-01-17 13:00:00,1443,894.5499999999997,86801819133,97033844,7034700000,-3.82,-17.67
18747,2018-01-17 13:05:00,1443,888.1599999999999,86181578803,97033844,6970030000,-4.5,-18.36
20189,2018-01-17 13:10:00,1443,895.9299999999997,86935919905,97033844,7056210000,-2.64,-17.71
21631,2018-01-17 13:15:00,1443,917.44,89023020854,97033844,7244830000,-0.05,-15.77
23073,2018-01-17 13:20:00,1443,932.46,90480292169,97033966,7325280000,1.74,-14.49
24515,2018-01-17 13:25:00,1443,935.74,90798854680,97033966,7318250000,2.61,-14.31
25957,2018-01-17 13:30:00,1443,926.08,89860827328,97033966,7233350000,1.93,-15.51
27399,2018-01-17 13:35:00,1443,920.06,89277168021,97033966,7175790000,1.25,-16.1
28841,2018-01-17 13:40:00,1443,916.3,88913890169,97035362,7181430000,0.86,-16.57
30283,2018-01-17 13:45:00,1443,908.74,88179429516,97035362,7122930000,0.18,-17.41
