Unnamed: 0,time,refID_coin,price,marketCap,CirculatingSupply,Volume24h,Movement1h,Movement24h
9,2018-01-17 11:25:00,1451,2.48,6905187082,2779530283,245908000,-1.79,-16.55
1451,2018-01-17 11:30:00,1451,2.5,6944017120,2779530283,245819000,-1.23,-16.09
2893,2018-01-17 11:35:00,1451,2.52,7015784592,2779530283,247390000,0.18,-14.62
4335,2018-01-17 11:45:00,1451,2.51,6979178178,2779530283,244964000,-0.64,-14.46
5777,2018-01-17 11:50:00,1451,2.5,6950132087,2779530283,244165000,-1.12,-14.82
7219,2018-01-17 11:55:00,1451,2.46,6837839063,2779530283,238944000,-3.01,-16.0
8661,2018-01-17 12:00:00,1451,2.39,6640186665,2779530283,229451000,-5.91,-18.26
10103,2018-01-17 12:05:00,1451,2.38,6608916949,2779530283,227751000,-5.82,-18.54
11545,2018-01-17 12:10:00,1451,2.37,6576174082,2779530283,225890000,-6.09,-18.88
12987,2018-01-17 12:15:00,1451,2.35,6536287823,2779530283,223690000,-6.19,-19.37
14429,2018-01-17 12:20:00,1451,2.33,6466799566,2779530283,220562000,-6.85,-20.27
15871,2018-01-17 12:25:00,1451,2.36,6553048391,2779530283,223351000,-5.7,-19.21
17313,2018-01-17 13:00:00,1451,2.2,6116245207,2779530283,209251000,-8.6,-25.24
18755,2018-01-17 13:05:00,1451,2.17,6025493543,2779530283,207401000,-8.2,-26.34
20197,2018-01-17 13:10:00,1451,2.28,6333131955,2779530283,218315000,-3.29,-22.62
21639,2018-01-17 13:15:00,1451,2.36,6561887297,2779530283,226232000,1.34,-19.85
23081,2018-01-17 13:20:00,1451,2.38,6610139943,2779530283,227601000,2.87,-19.31
24523,2018-01-17 13:25:00,1451,2.36,6559246743,2779530283,225410000,2.68,-20.0
25965,2018-01-17 13:30:00,1451,2.32,6440394028,2779530283,221428000,0.97,-21.64
27407,2018-01-17 13:35:00,1451,2.35,6526337104,2779530283,224979000,3.31,-20.73
28849,2018-01-17 13:40:00,1451,2.38,6621397040,2779530283,228141000,5.59,-19.65
30291,2018-01-17 13:45:00,1451,2.36,6556217055,2779530283,226173000,4.92,-20.6
31733,2018-01-17 13:50:00,1451,2.32,6459906331,2779530283,222596000,3.42,-21.9
33175,2018-01-17 13:55:00,1451,2.27,6319984776,2779530283,217790000,1.56,-23.75
34617,2018-01-17 14:00:00,1451,2.3,6394781936,2779530283,220817000,3.0,-22.95
36059,2018-01-17 14:05:00,1451,2.25,6266173070,2779530283,216027000,0.29,-24.63
37501,2018-01-17 14:10:00,1451,2.24,6234514220,2779530283,215460000,-1.11,-25.12
38943,2018-01-17 14:15:00,1451,2.28,6329963290,2779530283,218904000,-0.59,-24.02
40385,2018-01-17 14:25:00,1451,2.29,6373852073,2779530283,219666000,-0.98,-23.63
41827,2018-01-17 14:30:00,1451,2.3,6391613272,2779530283,220030000,-1.75,-23.41
43269,2018-01-17 14:35:00,1451,2.32,6437725679,2779530283,221207000,-1.77,-22.82
44711,2018-01-17 14:40:00,1451,2.37,6597465284,2779530283,227057000,0.89,-21.02
46153,2018-01-17 14:45:00,1451,2.38,6619562550,2779530283,227490000,2.04,-20.8
47595,2018-01-17 14:50:00,1451,2.37,6600911902,2779530283,227075000,1.96,-21.02
49037,2018-01-17 14:55:00,1451,2.38,6602940959,2779530283,227213000,2.38,-21.0
50479,2018-01-17 15:00:00,1451,2.35,6533953017,2779530283,224849000,1.97,-21.85
51921,2018-01-17 15:05:00,1451,2.33,6481253123,2779530283,223452000,1.81,-22.5
53363,2018-01-17 15:10:00,1451,2.32,6453291049,2779530283,222550000,1.88,-22.86
54805,2018-01-17 15:15:00,1451,2.31,6433556384,2779530283,221991000,1.63,-23.14
56247,2018-01-17 15:20:00,1451,2.34,6512078114,2779530283,224626000,2.73,-22.23
57689,2018-01-17 15:25:00,1451,2.34,6516858906,2779530283,225039000,2.81,-22.19
59131,2018-01-17 15:30:00,1451,2.35,6536732548,2779530283,225442000,2.23,-21.95
60573,2018-01-17 15:35:00,1451,2.34,6515913866,2779530283,224666000,0.57,-22.14
62015,2018-01-17 15:40:00,1451,2.3,6388944923,2779530283,220771000,-1.76,-23.62
63457,2018-01-17 15:45:00,1451,2.31,6408540611,2779530283,221487000,-2.39,-23.32
64899,2018-01-17 15:50:00,1451,2.26,6276346151,2779530283,216871000,-4.23,-24.82
66341,2018-01-17 15:55:00,1451,2.23,6193321581,2779530283,215037000,-5.53,-25.75
67783,2018-01-17 16:00:00,1451,2.24,6230483901,2779530283,215614000,-4.62,-25.14
69225,2018-01-17 16:05:00,1451,2.23,6203077733,2779530283,213874000,-4.61,-25.44
70667,2018-01-17 16:10:00,1451,2.22,6171168725,2779530283,212697000,-5.13,-25.82
72109,2018-01-17 16:15:00,1451,2.17,6035138513,2779530283,207724000,-7.09,-27.45
73551,2018-01-17 16:20:00,1451,2.18,6060070900,2779530283,209443000,-6.54,-27.22
74993,2018-01-17 16:25:00,1451,2.16,6003340686,2779530283,208227000,-7.41,-27.89
76435,2018-01-17 16:30:00,1451,2.12,5884710334,2779530283,204983000,-8.78,-29.4
77877,2018-01-17 16:35:00,1451,2.12,5884710334,2779530283,204983000,-8.78,-29.4
79319,2018-01-17 16:40:00,1451,2.04,5682527301,2779530283,200017000,-10.31,-31.87
80761,2018-01-17 16:45:00,1451,2.05,5698287238,2779530283,202648000,-9.31,-31.66
82203,2018-01-17 16:50:00,1451,2.06,5739340900,2779530283,205051000,-8.43,-31.17
83645,2018-01-17 16:55:00,1451,2.06,5739340900,2779530283,205051000,-8.43,-31.17
85086,2018-01-17 17:00:00,1451,2.09,5811414120,2779530283,208969000,-5.55,-30.32
86528,2018-01-17 17:05:00,1451,2.08,5794431190,2779530283,209825000,-5.82,-30.52
87970,2018-01-17 17:10:00,1451,2.1,5825561930,2779530283,213122000,-4.69,-30.13
89412,2018-01-17 17:15:00,1451,2.12,5879846156,2779530283,215463000,-3.02,-29.51
90854,2018-01-17 17:20:00,1451,2.11,5854997155,2779530283,214806000,-2.07,-29.83
92296,2018-01-17 17:25:00,1451,2.08,5769887938,2779530283,211940000,-3.5,-30.85
93738,2018-01-17 17:30:00,1451,2.01,5599669503,2779530283,206750000,-4.38,-33.01
95180,2018-01-17 17:35:00,1451,1.99,5545107324,2779530283,205439000,-4.44,-33.75
96622,2018-01-17 17:40:00,1451,2.01,5580713107,2779530283,208474000,-3.82,-33.32
98064,2018-01-17 17:45:00,1451,2.05,5697481174,2779530283,214417000,-1.17,-31.97
99506,2018-01-17 17:50:00,1451,2.08,5791735046,2779530283,217485000,0.57,-30.84
100948,2018-01-17 17:55:00,1451,2.09,5805243563,2779530283,219138000,0.95,-30.65
102391,2018-01-17 18:00:00,1451,2.06,5737284048,2779530283,216284000,-0.9,-31.44
103832,2018-01-17 18:05:00,1451,2.06,5722635923,2779530283,216562000,-1.41,-31.55
105274,2018-01-17 18:10:00,1451,2.1,5833428000,2779530283,221511000,0.3,-30.18
106716,2018-01-17 18:15:00,1451,2.14,5959729856,2779530283,226841000,2.92,-28.59
108159,2018-01-17 18:20:00,1451,2.08,5794848120,2779530283,221513000,0.13,-30.56
109601,2018-01-17 18:25:00,1451,2.09,5815027510,2779530283,222206000,1.62,-30.12
111043,2018-01-17 18:30:00,1451,2.14,5955643947,2779530283,228113000,4.41,-28.33
112485,2018-01-17 18:35:00,1451,2.16,5994668552,2779530283,229663000,5.33,-27.76
113927,2018-01-17 18:40:00,1451,2.16,6011151167,2779530283,230584000,5.75,-27.55
115369,2018-01-17 18:45:00,1451,2.19,6076164380,2779530283,233128000,6.98,-26.48
116811,2018-01-17 18:50:00,1451,2.23,6186344960,2779530283,237627000,8.59,-25.02
