time,refID_coin,price,marketCap,CirculatingSupply,Volume24h,Movement1h,Movement24h
2018-01-17 11:25:00,1477,0.006842,771842808,112802770929,61335800,2.56,-12.14
2018-01-17 11:30:00,1477,0.006856999999999999,773530337,112802770929,61351200,2.94,-11.55
2018-01-17 11:35:00,1477,0.0068920000000000006,777470538,112802770929,61309100,3.4,-10.75
2018-01-17 11:45:00,1477,0.006868000000000001,774751991,112802770929,60632500,2.25,-10.45
2018-01-17 11:50:00,1477,0.006899,778271438,112802770929,60449700,2.05,-9.8
2018-01-17 11:55:00,1477,0.0068790000000000006,775980413,112802770929,59792700,1.32,-9.95
2018-01-17 12:00:00,1477,0.006705,756339195,112802770929,58400300,-2.12,-12.08
2018-01-17 12:05:00,1477,0.006652,750360648,112802770929,57524200,-3.13,-12.81
2018-01-17 12:10:00,1477,0.006684000000000001,753980489,112802770929,57965300,-2.73,-12.4
2018-01-17 12:15:00,1477,0.006686,754169998,112802770929,57690900,-2.63,-12.41
2018-01-17 12:20:00,1477,0.006562,740209527,112802770929,56780500,-4.6,-14.24
2018-01-17 12:25:00,1477,0.00647,729797831,112802770929,56816900,-6.0,-15.56
2018-01-17 13:00:00,1477,0.006186,697762972,112802770929,55601500,-8.0,-20.05
2018-01-17 13:05:00,1477,0.006168,695769747,112802770929,55304100,-7.42,-20.4
2018-01-17 13:10:00,1477,0.006147,693349000,112802770929,55345500,-6.87,-20.69
2018-01-17 13:15:00,1477,0.006344,715584682,112802770929,56808800,-3.1,-18.26
2018-01-17 13:20:00,1477,0.0064719999999999995,730059533,112802770929,57525900,-0.26,-16.72
2018-01-17 13:25:00,1477,0.006444,726931513,112802770929,57804100,0.97,-17.5
2018-01-17 13:30:00,1477,0.0064730000000000005,730157672,112802770929,57401800,1.48,-17.19
2018-01-17 13:35:00,1477,0.006383,720031367,112802770929,56687500,0.88,-18.76
2018-01-17 13:40:00,1477,0.006435,725873423,112802770929,56971000,1.92,-18.19
2018-01-17 13:45:00,1477,0.006412999999999999,723375969,112802770929,56880600,2.16,-18.69
2018-01-17 13:50:00,1477,0.0063479999999999995,716047173,112802770929,56453000,1.51,-19.75
2018-01-17 13:55:00,1477,0.006206000000000001,700049484,112802770929,55325500,-0.54,-21.75
2018-01-17 14:00:00,1477,0.006091,687096342,112802770929,54337200,-2.6,-23.43
2018-01-17 14:05:00,1477,0.006194,698678931,112802770929,55396800,-1.22,-22.32
2018-01-17 14:10:00,1477,0.006143,692892148,112802770929,54354600,-1.84,-23.04
2018-01-17 14:15:00,1477,0.006197,699010571,112802770929,54601600,-1.93,-22.5
2018-01-17 14:25:00,1477,0.006339,715028564,112802770929,55519700,-0.04,-20.86
2018-01-17 14:30:00,1477,0.006323,713286889,112802770929,55257800,-0.97,-21.14
2018-01-17 14:35:00,1477,0.006370000000000001,718504018,112802770929,55132400,-0.84,-20.61
2018-01-17 14:40:00,1477,0.006425,724718322,112802770929,55516400,0.14,-20.09
2018-01-17 14:45:00,1477,0.006564,740467845,112802770929,56754700,2.79,-18.36
2018-01-17 14:50:00,1477,0.006516,734967582,112802770929,56236400,3.21,-19.0
2018-01-17 14:55:00,1477,0.006532,736819804,112802770929,56185400,3.75,-18.81
2018-01-17 15:00:00,1477,0.006518,735246205,112802770929,56223500,4.1,-18.95
2018-01-17 15:05:00,1477,0.0064670000000000005,729528232,112802770929,55306600,3.85,-19.61
2018-01-17 15:10:00,1477,0.006439,726379907,112802770929,55245700,3.58,-19.99
2018-01-17 15:15:00,1477,0.0063560000000000005,717015021,112802770929,54540800,2.3,-21.07
2018-01-17 15:20:00,1477,0.006399,721788834,112802770929,54807100,2.6,-20.61
2018-01-17 15:25:00,1477,0.0064340000000000005,725745955,112802770929,55201300,2.76,-20.23
2018-01-17 15:30:00,1477,0.0065049999999999995,733751568,112802770929,55359200,2.64,-19.37
2018-01-17 15:35:00,1477,0.006562999999999999,740349402,112802770929,55246900,3.04,-18.57
2018-01-17 15:40:00,1477,0.006520999999999999,735590253,112802770929,54990000,1.53,-19.08
2018-01-17 15:45:00,1477,0.006552,739119852,112802770929,54852700,1.37,-18.67
2018-01-17 15:50:00,1477,0.006495999999999999,732820945,112802770929,54712200,0.19,-19.36
2018-01-17 15:55:00,1477,0.0063,710621360,112802770929,53543500,-3.0,-21.74
2018-01-17 16:00:00,1477,0.006344,715661388,112802770929,53881300,-2.16,-21.12
2018-01-17 16:05:00,1477,0.006386,720323526,112802770929,54017600,-1.17,-20.5
2018-01-17 16:10:00,1477,0.006282,708628135,112802770929,53438400,-2.59,-21.74
2018-01-17 16:15:00,1477,0.006261,706310038,112802770929,53232100,-2.85,-21.98
2018-01-17 16:20:00,1477,0.006202,699574585,112802770929,53506900,-3.99,-22.73
2018-01-17 16:25:00,1477,0.006099,687996508,112802770929,53022100,-6.1,-24.02
2018-01-17 16:30:00,1477,0.005968,673202425,112802770929,52543800,-8.13,-25.68
2018-01-17 16:35:00,1477,0.005968,673202425,112802770929,52543800,-8.13,-25.68
2018-01-17 16:40:00,1477,0.005783,652331656,112802770929,51886200,-10.6,-28.06
2018-01-17 16:45:00,1477,0.0057280000000000005,646097047,112802770929,51324600,-10.97,-28.7
2018-01-17 16:50:00,1477,0.005814,655791317,112802770929,52133600,-9.07,-27.61
2018-01-17 16:55:00,1477,0.005814,655791317,112802770929,52133600,-9.07,-27.61
2018-01-17 17:00:00,1477,0.005784,652481684,112802770929,51932000,-8.43,-27.96
2018-01-17 17:05:00,1477,0.005752,648793033,112802770929,51747800,-8.27,-28.31
2018-01-17 17:10:00,1477,0.005621,634027150,112802770929,51628200,-10.36,-29.96
2018-01-17 17:15:00,1477,0.005721,645302915,112802770929,52756600,-7.62,-28.67
2018-01-17 17:20:00,1477,0.005719,645095358,112802770929,52882400,-6.64,-28.68
2018-01-17 17:25:00,1477,0.005682,640997234,112802770929,52636000,-6.14,-29.13
2018-01-17 17:30:00,1477,0.005609,632667877,112802770929,51896100,-6.83,-30.06
2018-01-17 17:35:00,1477,0.005556,626727683,112802770929,51518700,-6.62,-30.78
2018-01-17 17:40:00,1477,0.005499,620340790,112802770929,50932400,-6.35,-31.54
2018-01-17 17:45:00,1477,0.005539,624785219,112802770929,51922000,-4.95,-31.11
2018-01-17 17:50:00,1477,0.005683,641023178,112802770929,53017700,-2.09,-29.34
2018-01-17 17:55:00,1477,0.005698,642714092,112802770929,53039600,-0.98,-29.14
2018-01-17 18:00:00,1477,0.005732,646620452,112802770929,53376100,-0.22,-28.68
2018-01-17 18:05:00,1477,0.005647,637050265,112802770929,52927300,-1.68,-29.65
2018-01-17 18:10:00,1477,0.00563,635064936,112802770929,53019200,-1.66,-29.8
2018-01-17 18:15:00,1477,0.005845,659344604,112802770929,54663300,2.58,-27.05
2018-01-17 18:20:00,1477,0.0058649999999999996,661632245,112802770929,54847100,3.53,-26.78
2018-01-17 18:25:00,1477,0.005803,654631705,112802770929,54518900,3.06,-27.38
2018-01-17 18:30:00,1477,0.005888,664172563,112802770929,55108600,5.13,-26.25
2018-01-17 18:35:00,1477,0.006012,678121754,112802770929,55979300,7.11,-24.58
2018-01-17 18:40:00,1477,0.006021,679151643,112802770929,55879800,7.33,-24.47
2018-01-17 18:45:00,1477,0.006011,678076633,112802770929,55953700,7.0,-24.27
2018-01-17 18:50:00,1477,0.00609,686971131,112802770929,56566900,8.32,-23.27
2018-01-17 18:55:00,1477,0.00613,691495650,112802770929,57005300,8.82,-22.62
2018-01-17 19:00:00,1477,0.006156,694385657,112802770929,57199000,7.88,-21.98
2018-01-17 19:05:00,1477,0.006232,702980100,112802770929,57759400,8.79,-20.99
2018-01-17 19:10:00,1477,0.006352,716527713,112802770929,58441000,10.73,-19.17
2018-01-17 19:15:00,1477,0.006296,710197222,112802770929,58417100,9.06,-19.71
2018-01-17 19:20:00,1477,0.006342,715415478,112802770929,58596400,9.1,-18.95
2018-01-17 19:25:00,1477,0.006339,715062405,112802770929,58486400,8.06,-18.79
2018-01-17 19:30:00,1477,0.006226,702329228,112802770929,57496700,4.94,-19.93
2018-01-17 19:35:00,1477,0.006211,700652979,112802770929,57188300,4.29,-20.03
2018-01-17 19:40:00,1477,0.0061259999999999995,691008342,112802770929,56494300,2.21,-21.02
2018-01-17 19:45:00,1477,0.0061259999999999995,691060231,112802770929,56684400,1.36,-20.8
2018-01-17 19:50:00,1477,0.0061530000000000005,694020176,112802770929,56887300,0.98,-20.36
2018-01-17 19:55:00,1477,0.006117,689985221,112802770929,56794500,-0.41,-20.66
2018-01-17 20:00:00,1477,0.006136,692201795,112802770929,57062800,-0.72,-20.24
2018-01-17 20:10:00,1477,0.006184,697573463,112802770929,57181700,-0.71,-19.46
2018-01-17 20:15:00,1477,0.006135,691991982,112802770929,56868600,-2.06,-19.98
2018-01-17 20:20:00,1477,0.006152,693964903,112802770929,56619500,-2.13,-19.63
2018-01-17 20:25:00,1477,0.006108,688966612,112802770929,56253900,-2.97,-20.01
2018-01-17 20:30:00,1477,0.005999,676755712,112802770929,55757600,-4.32,-21.46
2018-01-17 20:35:00,1477,0.00602,679089601,112802770929,55619800,-3.49,-21.06
2018-01-17 20:40:00,1477,0.0060079999999999995,677734840,112802770929,55264400,-3.37,-21.09
2018-01-17 20:45:00,1477,0.006019,679087180,112816798328,55241200,-2.28,-20.68
2018-01-17 20:50:00,1477,0.006056000000000001,683195967,112816798328,55707900,-1.63,-20.23
2018-01-17 20:55:00,1477,0.00603,680314626,112816798328,55408200,-1.95,-20.46
2018-01-17 21:00:00,1477,0.006011,678104545,112816798328,55223000,-2.1,-20.62
2018-01-17 21:05:00,1477,0.006013,678414791,112816798328,55034600,-2.11,-20.53
2018-01-17 21:10:00,1477,0.0059770000000000005,674320670,112816798328,54838900,-2.75,-20.96
2018-01-17 21:15:00,1477,0.005998,676710130,112816798328,54949200,-1.97,-20.63
2018-01-17 21:20:00,1477,0.006123,690802076,112816798328,55563600,0.3,-18.9
2018-01-17 21:25:00,1477,0.0061600000000000005,694909735,112816798328,55937800,1.2,-18.36
2018-01-17 21:30:00,1477,0.006137,692338641,112816798328,55846100,1.1,-18.52
2018-01-17 21:35:00,1477,0.0061600000000000005,694925530,112816798328,56025400,1.78,-18.11
2018-01-17 21:40:00,1477,0.00611,689279049,112816798328,55599200,1.25,-18.68
2018-01-17 21:45:00,1477,0.006167,695745708,112816798328,55848500,2.37,-17.83
2018-01-17 21:50:00,1477,0.006215999999999999,701272603,112816798328,56597700,3.21,-17.2
2018-01-17 21:55:00,1477,0.006242,704206968,112816798328,57029500,3.75,-16.79
2018-01-17 22:00:00,1477,0.006386,720452587,112816798328,58066300,6.17,-14.76
2018-01-17 22:05:00,1477,0.006392,721153179,112816798328,58146900,6.01,-14.56
2018-01-17 22:10:00,1477,0.006458,728532526,112816798328,58708300,6.83,-13.49
2018-01-17 22:15:00,1477,0.006527,736337192,112816798328,58749900,7.33,-12.03
2018-01-17 22:20:00,1477,0.006586,743043022,112816798328,59302000,8.06,-10.99
2018-01-17 22:25:00,1477,0.006633,748335259,112816798328,59893800,8.35,-10.14
2018-01-17 22:30:00,1477,0.006682,753890358,112816798328,60275800,8.6,-9.22
2018-01-17 22:35:00,1477,0.006722,758339852,112816798328,60440500,8.91,-8.38
2018-01-17 22:40:00,1477,0.006647,749853773,112816798328,59565600,7.16,-9.41
2018-01-17 22:45:00,1477,0.006647,749853773,112816798328,59565600,7.16,-9.41
2018-01-17 22:50:00,1477,0.006745,760951561,112816798328,60226000,7.38,-7.23
2018-01-17 22:55:00,1477,0.006833,770869286,112816798328,60901200,8.0,-5.56
2018-01-17 23:00:00,1477,0.006876,775731690,112816798328,61127200,7.8,-4.05
2018-01-17 23:05:00,1477,0.0069700000000000005,786280060,112816798328,61446200,8.37,-2.11
2018-01-17 23:10:00,1477,0.006886,776868883,112816798328,60946900,6.15,-3.09
2018-01-17 23:15:00,1477,0.006920999999999999,780801677,112816798328,61024900,5.63,-1.47
2018-01-17 23:20:00,1477,0.0069310000000000005,781983997,112816798328,61413600,5.08,-0.42
2018-01-17 23:25:00,1477,0.006977,787068650,112816798328,61245700,5.65,0.43
2018-01-17 23:30:00,1477,0.006927,781451501,112816798328,60946900,3.93,0.54
2018-01-17 23:35:00,1477,0.006927,781451501,112816798328,60946900,3.93,0.54
2018-01-17 23:40:00,1477,0.007045999999999999,794907161,112816798328,61303800,5.3,2.44
