coinId,1,2,3,4,5
1442,66.19718309859155,66.19718309859155,66.19718309859155,66.19718309859155,66.19718309859155
1445,62.67605633802816,62.67605633802816,62.67605633802816,62.67605633802816,62.67605633802816
1456,59.154929577464785,59.154929577464785,59.154929577464785,59.154929577464785,59.154929577464785
1446,48.59154929577464,48.59154929577464,48.59154929577464,48.59154929577464,48.59154929577464
1453,54.22535211267605,54.22535211267605,54.22535211267605,54.22535211267605,54.22535211267605
1447,55.63380281690141,55.63380281690141,55.63380281690141,55.63380281690141,55.63380281690141
1452,51.408450704225345,51.408450704225345,51.408450704225345,51.408450704225345,51.408450704225345
1443,73.2394366197183,73.2394366197183,73.2394366197183,73.2394366197183,73.2394366197183
1457,55.63380281690141,55.63380281690141,55.63380281690141,55.63380281690141,55.63380281690141
1451,22.88732394366197,22.88732394366197,22.88732394366197,22.88732394366197,22.88732394366197
1460,48.239436619718305,48.239436619718305,48.239436619718305,48.239436619718305,48.239436619718305
1448,65.49295774647887,65.49295774647887,65.49295774647887,65.49295774647887,65.49295774647887
1454,53.16901408450704,53.16901408450704,53.16901408450704,53.16901408450704,53.16901408450704
1477,45.070422535211264,45.070422535211264,45.070422535211264,45.070422535211264,45.070422535211264
1449,63.73239436619718,63.73239436619718,63.73239436619718,63.73239436619718,63.73239436619718
1444,19.718309859154928,19.718309859154928,19.718309859154928,19.718309859154928,19.718309859154928
1450,57.74647887323943,57.74647887323943,57.74647887323943,57.74647887323943,57.74647887323943
1474,33.80281690140845,33.80281690140845,33.80281690140845,33.80281690140845,33.80281690140845
1455,56.69014084507042,56.69014084507042,56.69014084507042,56.69014084507042,56.69014084507042
1465,56.69014084507042,56.69014084507042,56.69014084507042,56.69014084507042,56.69014084507042
