coinId,1,2,3,4,5
1442,0.21362185274091638,0.21362185274091638,0.21362185274091638,0.21362185274091638,0.21362185274091638
1445,0.6702829751841722,0.6702829751841722,0.6702829751841722,0.6702829751841722,0.6702829751841722
1456,0.4571248130354414,0.4571248130354414,0.4571248130354414,0.4571248130354414,0.4571248130354414
1446,0.6385599269943028,0.6385599269943028,0.6385599269943028,0.6385599269943028,0.6385599269943028
1453,0.34203815406761684,0.34203815406761684,0.34203815406761684,0.34203815406761684,0.34203815406761684
1447,0.5845606104652541,0.5845606104652541,0.5845606104652541,0.5845606104652541,0.5845606104652541
1452,1.6863323120265812,1.6863323120265812,1.6863323120265812,1.6863323120265812,1.6863323120265812
1443,0.24866248572330937,0.24866248572330937,0.24866248572330937,0.24866248572330937,0.24866248572330937
1457,0.9280717713901262,0.9280717713901262,0.9280717713901262,0.9280717713901262,0.9280717713901262
1451,0.4835859675770874,0.4835859675770874,0.4835859675770874,0.4835859675770874,0.4835859675770874
1460,0.47327615288020813,0.47327615288020813,0.47327615288020813,0.47327615288020813,0.47327615288020813
1448,0.5143161553852945,0.5143161553852945,0.5143161553852945,0.5143161553852945,0.5143161553852945
1454,0.4608050544122934,0.4608050544122934,0.4608050544122934,0.4608050544122934,0.4608050544122934
1477,0.5557535966128343,0.5557535966128343,0.5557535966128343,0.5557535966128343,0.5557535966128343
1449,0.32348282786487365,0.32348282786487365,0.32348282786487365,0.32348282786487365,0.32348282786487365
1444,0.45060787746460895,0.45060787746460895,0.45060787746460895,0.45060787746460895,0.45060787746460895
1450,0.3896246330079669,0.3896246330079669,0.3896246330079669,0.3896246330079669,0.3896246330079669
1474,0.30070790420928123,0.30070790420928123,0.30070790420928123,0.30070790420928123,0.30070790420928123
1455,0.5614707832999005,0.5614707832999005,0.5614707832999005,0.5614707832999005,0.5614707832999005
1465,0.4691202939449271,0.4691202939449271,0.4691202939449271,0.4691202939449271,0.4691202939449271
